;оПЮИЯ-КХЯР;;
;;;
;дЕЙНП;;
;;;
;б БЮКЧРЮУ ЖЕМ.;;
;жЕМШ СЙЮГЮМШ МЮ 05.08.2024;;
;;;
;;;
;жЕМНБЮЪ ЦПСООЮ/ мНЛЕМЙКЮРСПЮ/ уЮПЮЙРЕПХЯРХЙЮ МНЛЕМЙКЮРСПШ;пнгм, ЯСЛ;
;;;еД.
;;;
;юПУ.ДЕЙНП;;
;    оПНДСЙЖХЪ ===========;;
;        1. юПУХРЕЙРСПМШИ ДЕЙНП;;
;            1.1 дЕЙНП пняяхъ;;
;                1.1.1 хМРЕПЭЕП оос ебпнокюяр;;
;                    1.1.1.01 йЮПМХГШ;;
;                        1.1.1.01.1 йЮПМХГШ ФЕЯРЙХЕ;;
;                            йюпмхг 1.50.100;215 000;ЬР
;                            йюпмхг 1.50.101;260 000;ЬР
;                            йюпмхг 1.50.102;197 000;ЬР
;                            йюпмхг 1.50.103;199 000;ЬР
;                            йюпмхг 1.50.104;489 000;ЬР
;                            йюпмхг 1.50.105;242 000;ЬР
;                            йюпмхг 1.50.106;261 000;ЬР
;                            йюпмхг 1.50.108;502 000;ЬР
;                            йюпмхг 1.50.110;632 000;ЬР
;                            йюпмхг 1.50.111;517 000;ЬР
;                            йюпмхг 1.50.112;257 000;ЬР
;                            йюпмхг 1.50.113;245 000;ЬР
;                            йюпмхг 1.50.115;200 000;ЬР
;                            йюпмхг 1.50.116;503 000;ЬР
;                            йюпмхг 1.50.117;441 000;ЬР
;                            йюпмхг 1.50.119;274 000;ЬР
;                            йюпмхг 1.50.120;557 000;ЬР
;                            йюпмхг 1.50.121;269 000;ЬР
;                            йюпмхг 1.50.122;177 000;ЬР
;                            йюпмхг 1.50.123;183 000;ЬР
;                            йюпмхг 1.50.124;457 000;ЬР
;                            йюпмхг 1.50.125;383 000;ЬР
;                            йюпмхг 1.50.126;269 000;ЬР
;                            йюпмхг 1.50.127;261 000;ЬР
;                            йюпмхг 1.50.128;444 000;ЬР
;                            йюпмхг 1.50.129;263 000;ЬР
;                            йюпмхг 1.50.130;185 000;ЬР
;                            йюпмхг 1.50.131;413 000;ЬР
;                            йюпмхг 1.50.132;496 000;ЬР
;                            йюпмхг 1.50.133;361 000;ЬР
;                            йюпмхг 1.50.134;646 000;ЬР
;                            йюпмхг 1.50.137;683 000;ЬР
;                            йюпмхг 1.50.138;573 000;ЬР
;                            йюпмхг 1.50.139;439 000;ЬР
;                            йюпмхг 1.50.140;256 000;ЬР
;                            йюпмхг 1.50.141;256 000;ЬР
;                            йюпмхг 1.50.142;573 000;ЬР
;                            йюпмхг 1.50.143;247 000;ЬР
;                            йюпмхг 1.50.144;274 000;ЬР
;                            йюпмхг 1.50.145;727 000;ЬР
;                            йюпмхг 1.50.146;463 000;ЬР
;                            йюпмхг 1.50.147;573 000;ЬР
;                            йюпмхг 1.50.148;488 000;ЬР
;                            йюпмхг 1.50.150;188 000;ЬР
;                            йюпмхг 1.50.154;172 000;ЬР
;                            йюпмхг 1.50.155;171 000;ЬР
;                            йюпмхг 1.50.156;189 000;ЬР
;                            йюпмхг 1.50.157;176 000;ЬР
;                            йюпмхг 1.50.158;178 000;ЬР
;                            йюпмхг 1.50.159;183 000;ЬР
;                            йюпмхг 1.50.160;242 000;ЬР
;                            йюпмхг 1.50.161;274 000;ЬР
;                            йюпмхг 1.50.162;247 000;ЬР
;                            йюпмхг 1.50.163;481 000;ЬР
;                            йюпмхг 1.50.164;529 000;ЬР
;                            йюпмхг 1.50.165;252 000;ЬР
;                            йюпмхг 1.50.167;517 000;ЬР
;                            йюпмхг 1.50.168;517 000;ЬР
;                            йюпмхг 1.50.169;488 000;ЬР
;                            йюпмхг 1.50.170;274 000;ЬР
;                            йюпмхг 1.50.171;182 000;ЬР
;                            йюпмхг 1.50.172;188 000;ЬР
;                            йюпмхг 1.50.173;189 000;ЬР
;                            йюпмхг 1.50.174;192 000;ЬР
;                            йюпмхг 1.50.175;514 000;ЬР
;                            йюпмхг 1.50.177;281 000;ЬР
;                            йюпмхг 1.50.179;264 000;ЬР
;                            йюпмхг 1.50.180;477 000;ЬР
;                            йюпмхг 1.50.183;288 000;ЬР
;                            йюпмхг 1.50.189;274 000;ЬР
;                            йюпмхг 1.50.192;261 000;ЬР
;                            йюпмхг 1.50.194;247 000;ЬР
;                            йюпмхг 1.50.196;261 000;ЬР
;                            йюпмхг 1.50.198;282 000;ЬР
;                            йюпмхг 1.50.199;274 000;ЬР
;                            йюпмхг 1.50.201;635 000;ЬР
;                            йюпмхг 1.50.208;274 000;ЬР
;                            йюпмхг 1.50.209;595 000;ЬР
;                            йюпмхг 1.50.211;637 000;ЬР
;                            йюпмхг 1.50.215;201 000;ЬР
;                            йюпмхг 1.50.216;255 000;ЬР
;                            йюпмхг 1.50.220;552 000;ЬР
;                            йюпмхг 1.50.221;646 000;ЬР
;                            йюпмхг 1.50.222;712 000;ЬР
;                            йюпмхг 1.50.225;236 000;ЬР
;                            йюпмхг 1.50.226;260 000;ЬР
;                            йюпмхг 1.50.227;722 000;ЬР
;                            йюпмхг 1.50.228;568 000;ЬР
;                            йюпмхг 1.50.229;368 000;ЬР
;                            йюпмхг 1.50.249;274 000;ЬР
;                            йюпмхг 1.50.251;181 000;ЬР
;                            йюпмхг 1.50.252;544 000;ЬР
;                            йюпмхг 1.50.254;406 000;ЬР
;                            йюпмхг 1.50.256;525 000;ЬР
;                            йюпмхг 1.50.257;188 000;ЬР
;                            йюпмхг 1.50.258;173 000;ЬР
;                            йюпмхг 1.50.261;362 000;ЬР
;                            йюпмхг 1.50.262;530 000;ЬР
;                            йюпмхг 1.50.266;247 000;ЬР
;                            йюпмхг 1.50.269;577 000;ЬР
;                            йюпмхг 1.50.271;794 000;ЬР
;                            йюпмхг 1.50.273;663 000;ЬР
;                            йюпмхг 1.50.274;274 000;ЬР
;                            йюпмхг 1.50.275;509 000;ЬР
;                            йюпмхг 1.50.276;273 000;ЬР
;                            йюпмхг 1.50.281;722 000;ЬР
;                            йюпмхг 1.50.288;246 000;ЬР
;                            йюпмхг 1.50.293;287 000;ЬР
;                            йюпмхг 1.50.294;197 000;ЬР
;                            йюпмхг 1.50.295;185 000;ЬР
;                            йюпмхг 1.50.296;274 000;ЬР
;                            йюпмхг 1.50.298;193 000;ЬР
;                            йюпмхг 1.50.501;608 000;ЬР
;                            йюпмхг 1.50.502;802 000;ЬР
;                            йюпмхг 1.50.503;682 000;ЬР
;                            йюпмхг 1.50.504;1 259 000;ЬР
;                            йюпмхг 1.50.524;1 259 000;ЬР
;                            йюпмхг 1.50.621;379 000;ЬР
;                            йюпмхг 1.50.622;513 000;ЬР
;                            йюпмхг 1.50.623;391 000;ЬР
;                            йюпмхг 1.50.624;507 000;ЬР
;                            йюпмхг 1.50.710;752 000;ЬР
;                            йюпмхг 1.50.805;749 000;ЬР
;                        1.1.1.01.2 йЮПМХГШ ЦХАЙХЕ;;
;                            йюпмхг цхайхи 1.50.100;430 000;ЬР
;                            йюпмхг цхайхи 1.50.101;520 000;ЬР
;                            йюпмхг цхайхи 1.50.102;394 000;ЬР
;                            йюпмхг цхайхи 1.50.103;398 000;ЬР
;                            йюпмхг цхайхи 1.50.104;978 000;ЬР
;                            йюпмхг цхайхи 1.50.105;484 000;ЬР
;                            йюпмхг цхайхи 1.50.106;522 000;ЬР
;                            йюпмхг цхайхи 1.50.108;1 004 000;ЬР
;                            йюпмхг цхайхи 1.50.110;1 264 000;ЬР
;                            йюпмхг цхайхи 1.50.111;1 034 000;ЬР
;                            йюпмхг цхайхи 1.50.112;514 000;ЬР
;                            йюпмхг цхайхи 1.50.113;490 000;ЬР
;                            йюпмхг цхайхи 1.50.115;400 000;ЬР
;                            йюпмхг цхайхи 1.50.116;1 006 000;ЬР
;                            йюпмхг цхайхи 1.50.117;882 000;ЬР
;                            йюпмхг цхайхи 1.50.119;548 000;ЬР
;                            йюпмхг цхайхи 1.50.120;1 114 000;ЬР
;                            йюпмхг цхайхи 1.50.121;538 000;ЬР
;                            йюпмхг цхайхи 1.50.122;354 000;ЬР
;                            йюпмхг цхайхи 1.50.123;366 000;ЬР
;                            йюпмхг цхайхи 1.50.124;914 000;ЬР
;                            йюпмхг цхайхи 1.50.125;766 000;ЬР
;                            йюпмхг цхайхи 1.50.126;538 000;ЬР
;                            йюпмхг цхайхи 1.50.127;522 000;ЬР
;                            йюпмхг цхайхи 1.50.128;888 000;ЬР
;                            йюпмхг цхайхи 1.50.129;526 000;ЬР
;                            йюпмхг цхайхи 1.50.130;370 000;ЬР
;                            йюпмхг цхайхи 1.50.131;826 000;ЬР
;                            йюпмхг цхайхи 1.50.132;992 000;ЬР
;                            йюпмхг цхайхи 1.50.133;722 000;ЬР
;                            йюпмхг цхайхи 1.50.134;1 292 000;ЬР
;                            йюпмхг цхайхи 1.50.137;1 366 000;ЬР
;                            йюпмхг цхайхи 1.50.138;1 146 000;ЬР
;                            йюпмхг цхайхи 1.50.139;878 000;ЬР
;                            йюпмхг цхайхи 1.50.140;512 000;ЬР
;                            йюпмхг цхайхи 1.50.141;512 000;ЬР
;                            йюпмхг цхайхи 1.50.142;1 146 000;ЬР
;                            йюпмхг цхайхи 1.50.143;494 000;ЬР
;                            йюпмхг цхайхи 1.50.144;548 000;ЬР
;                            йюпмхг цхайхи 1.50.145;1 454 000;ЬР
;                            йюпмхг цхайхи 1.50.146;926 000;ЬР
;                            йюпмхг цхайхи 1.50.147;1 146 000;ЬР
;                            йюпмхг цхайхи 1.50.148;976 000;ЬР
;                            йюпмхг цхайхи 1.50.150;376 000;ЬР
;                            йюпмхг цхайхи 1.50.154;344 000;ЬР
;                            йюпмхг цхайхи 1.50.155;342 000;ЬР
;                            йюпмхг цхайхи 1.50.156;378 000;ЬР
;                            йюпмхг цхайхи 1.50.157;352 000;ЬР
;                            йюпмхг цхайхи 1.50.158;356 000;ЬР
;                            йюпмхг цхайхи 1.50.159;366 000;ЬР
;                            йюпмхг цхайхи 1.50.160;484 000;ЬР
;                            йюпмхг цхайхи 1.50.161;548 000;ЬР
;                            йюпмхг цхайхи 1.50.162;494 000;ЬР
;                            йюпмхг цхайхи 1.50.163;962 000;ЬР
;                            йюпмхг цхайхи 1.50.164;1 058 000;ЬР
;                            йюпмхг цхайхи 1.50.165;504 000;ЬР
;                            йюпмхг цхайхи 1.50.168;1 034 000;ЬР
;                            йюпмхг цхайхи 1.50.169;976 000;ЬР
;                            йюпмхг цхайхи 1.50.170;548 000;ЬР
;                            йюпмхг цхайхи 1.50.171;364 000;ЬР
;                            йюпмхг цхайхи 1.50.172;376 000;ЬР
;                            йюпмхг цхайхи 1.50.173;378 000;ЬР
;                            йюпмхг цхайхи 1.50.174;384 000;ЬР
;                            йюпмхг цхайхи 1.50.175;1 028 000;ЬР
;                            йюпмхг цхайхи 1.50.177;562 000;ЬР
;                            йюпмхг цхайхи 1.50.179;528 000;ЬР
;                            йюпмхг цхайхи 1.50.180;954 000;ЬР
;                            йюпмхг цхайхи 1.50.183;576 000;ЬР
;                            йюпмхг цхайхи 1.50.189;548 000;ЬР
;                            йюпмхг цхайхи 1.50.192;522 000;ЬР
;                            йюпмхг цхайхи 1.50.194;494 000;ЬР
;                            йюпмхг цхайхи 1.50.196;522 000;ЬР
;                            йюпмхг цхайхи 1.50.198;564 000;ЬР
;                            йюпмхг цхайхи 1.50.199;548 000;ЬР
;                            йюпмхг цхайхи 1.50.201;1 270 000;ЬР
;                            йюпмхг цхайхи 1.50.208;548 000;ЬР
;                            йюпмхг цхайхи 1.50.209;1 190 000;ЬР
;                            йюпмхг цхайхи 1.50.215;402 000;ЬР
;                            йюпмхг цхайхи 1.50.216;510 000;ЬР
;                            йюпмхг цхайхи 1.50.220;1 104 000;ЬР
;                            йюпмхг цхайхи 1.50.221;1 292 000;ЬР
;                            йюпмхг цхайхи 1.50.222;1 424 000;ЬР
;                            йюпмхг цхайхи 1.50.225;472 000;ЬР
;                            йюпмхг цхайхи 1.50.226;520 000;ЬР
;                            йюпмхг цхайхи 1.50.227;1 444 000;ЬР
;                            йюпмхг цхайхи 1.50.228;1 136 000;ЬР
;                            йюпмхг цхайхи 1.50.229;736 000;ЬР
;                            йюпмхг цхайхи 1.50.249;548 000;ЬР
;                            йюпмхг цхайхи 1.50.251;362 000;ЬР
;                            йюпмхг цхайхи 1.50.252;1 088 000;ЬР
;                            йюпмхг цхайхи 1.50.254;812 000;ЬР
;                            йюпмхг цхайхи 1.50.256;1 050 000;ЬР
;                            йюпмхг цхайхи 1.50.257;376 000;ЬР
;                            йюпмхг цхайхи 1.50.258;346 000;ЬР
;                            йюпмхг цхайхи 1.50.261;724 000;ЬР
;                            йюпмхг цхайхи 1.50.262;1 060 000;ЬР
;                            йюпмхг цхайхи 1.50.266;494 000;ЬР
;                            йюпмхг цхайхи 1.50.269;1 154 000;ЬР
;                            йюпмхг цхайхи 1.50.271;1 588 000;ЬР
;                            йюпмхг цхайхи 1.50.273;1 326 000;ЬР
;                            йюпмхг цхайхи 1.50.274;548 000;ЬР
;                            йюпмхг цхайхи 1.50.275;1 018 000;ЬР
;                            йюпмхг цхайхи 1.50.276;546 000;ЬР
;                            йюпмхг цхайхи 1.50.281;1 444 000;ЬР
;                            йюпмхг цхайхи 1.50.288;492 000;ЬР
;                            йюпмхг цхайхи 1.50.293;574 000;ЬР
;                            йюпмхг цхайхи 1.50.294;394 000;ЬР
;                            йюпмхг цхайхи 1.50.295;370 000;ЬР
;                            йюпмхг цхайхи 1.50.296;548 000;ЬР
;                            йюпмхг цхайхи 1.50.298;386 000;ЬР
;                            йюпмхг цхайхи 1.50.501;1 216 000;ЬР
;                            йюпмхг цхайхи 1.50.502;1 604 000;ЬР
;                            йюпмхг цхайхи 1.50.503;1 364 000;ЬР
;                            йюпмхг цхайхи 1.50.623;782 000;ЬР
;                            йюпмхг цхайхи 1.50.624;1 014 000;ЬР
;                            йюпмхг цхайхи 1.50.710;1 504 000;ЬР
;                    1.1.1.02 лНКДХМЦХ;;
;                        1.1.1.02.1 лНКДХМЦХ ФЕЯРЙХЕ;;
;                            лнкдхмц 1.51.301;154 000;ЬР
;                            лнкдхмц 1.51.302;188 000;ЬР
;                            лнкдхмц 1.51.303;232 000;ЬР
;                            лнкдхмц 1.51.304;220 000;ЬР
;                            лнкдхмц 1.51.305;179 000;ЬР
;                            лнкдхмц 1.51.306;183 000;ЬР
;                            лнкдхмц 1.51.307;347 000;ЬР
;                            лнкдхмц 1.51.308;204 400;ЬР
;                            лнкдхмц 1.51.310;347 000;ЬР
;                            лнкдхмц 1.51.312;204 000;ЬР
;                            лнкдхмц 1.51.314;217 000;ЬР
;                            лнкдхмц 1.51.315;225 000;ЬР
;                            лнкдхмц 1.51.316;208 000;ЬР
;                            лнкдхмц 1.51.317;328 000;ЬР
;                            лнкдхмц 1.51.321;168 000;ЬР
