;оПЮИЯ-КХЯР;;
;;;
;дЕЙНП;;
;;;
;б БЮКЧРЮУ ЖЕМ.;;
;жЕМШ СЙЮГЮМШ МЮ 05.08.2024;;
;;;
;;;
;жЕМНБЮЪ ЦПСООЮ/ мНЛЕМЙКЮРСПЮ/ уЮПЮЙРЕПХЯРХЙЮ МНЛЕМЙКЮРСПШ;пнгм, РЦ;
;;;еД.
;;;
;юПУ.ДЕЙНП;;
;    оПНДСЙЖХЪ ===========;;
;        1. юПУХРЕЙРСПМШИ ДЕЙНП;;
;            1.1 дЕЙНП пняяхъ;;
;                1.1.1 хМРЕПЭЕП оос ебпнокюяр;;
;                    1.1.1.01 йЮПМХГШ;;
;                        1.1.1.01.1 йЮПМХГШ ФЕЯРЙХЕ;;
;                            йюпмхг 1.50.100;6 831;ЬР
;                            йюпмхг 1.50.101;8 241;ЬР
;                            йюпмхг 1.50.102;6 247;ЬР
;                            йюпмхг 1.50.103;6 307;ЬР
;                            йюпмхг 1.50.104;15 534;ЬР
;                            йюпмхг 1.50.105;7 657;ЬР
;                            йюпмхг 1.50.106;8 261;ЬР
;                            йюпмхг 1.50.108;15 916;ЬР
;                            йюпмхг 1.50.110;20 047;ЬР
;                            йюпмхг 1.50.111;16 420;ЬР
;                            йюпмхг 1.50.112;8 160;ЬР
;                            йюпмхг 1.50.113;7 778;ЬР
;                            йюпмхг 1.50.115;6 327;ЬР
;                            йюпмхг 1.50.116;15 977;ЬР
;                            йюпмхг 1.50.117;13 982;ЬР
;                            йюпмхг 1.50.119;8 704;ЬР
;                            йюпмхг 1.50.120;17 690;ЬР
;                            йюпмхг 1.50.121;8 543;ЬР
;                            йюпмхг 1.50.122;5 622;ЬР
;                            йюпмхг 1.50.123;5 803;ЬР
;                            йюпмхг 1.50.124;14 486;ЬР
;                            йюпмхг 1.50.125;12 170;ЬР
;                            йюпмхг 1.50.126;8 523;ЬР
;                            йюпмхг 1.50.127;8 261;ЬР
;                            йюпмхг 1.50.128;14 104;ЬР
;                            йюпмхг 1.50.129;8 342;ЬР
;                            йюпмхг 1.50.130;5 864;ЬР
;                            йюпмхг 1.50.131;13 116;ЬР
;                            йюпмхг 1.50.132;15 756;ЬР
;                            йюпмхг 1.50.133;11 464;ЬР
;                            йюпмхг 1.50.134;20 510;ЬР
;                            йюпмхг 1.50.137;21 699;ЬР
;                            йюпмхг 1.50.138;18 194;ЬР
;                            йюпмхг 1.50.139;13 922;ЬР
;                            йюпмхг 1.50.140;8 120;ЬР
;                            йюпмхг 1.50.141;8 120;ЬР
;                            йюпмхг 1.50.142;18 194;ЬР
;                            йюпмхг 1.50.143;7 838;ЬР
;                            йюпмхг 1.50.144;8 704;ЬР
;                            йюпмхг 1.50.145;23 089;ЬР
;                            йюпмхг 1.50.146;14 708;ЬР
;                            йюпмхг 1.50.147;18 194;ЬР
;                            йюпмхг 1.50.148;15 473;ЬР
;                            йюпмхг 1.50.150;5 984;ЬР
;                            йюпмхг 1.50.154;5 460;ЬР
;                            йюпмхг 1.50.155;5 401;ЬР
;                            йюпмхг 1.50.156;6 004;ЬР
;                            йюпмхг 1.50.157;5 581;ЬР
;                            йюпмхг 1.50.158;5 642;ЬР
;                            йюпмхг 1.50.159;5 783;ЬР
;                            йюпмхг 1.50.160;7 657;ЬР
;                            йюпмхг 1.50.161;8 704;ЬР
;                            йюпмхг 1.50.162;7 838;ЬР
;                            йюпмхг 1.50.163;15 272;ЬР
;                            йюпмхг 1.50.164;16 783;ЬР
;                            йюпмхг 1.50.165;7 999;ЬР
;                            йюпмхг 1.50.167;16 420;ЬР
;                            йюпмхг 1.50.168;16 420;ЬР
;                            йюпмхг 1.50.169;15 473;ЬР
;                            йюпмхг 1.50.170;8 704;ЬР
;                            йюпмхг 1.50.171;5 763;ЬР
;                            йюпмхг 1.50.172;5 964;ЬР
;                            йюпмхг 1.50.173;6 004;ЬР
;                            йюпмхг 1.50.174;6 105;ЬР
;                            йюпмхг 1.50.175;16 320;ЬР
;                            йюпмхг 1.50.177;8 906;ЬР
;                            йюпмхг 1.50.179;8 382;ЬР
;                            йюпмхг 1.50.180;15 151;ЬР
;                            йюпмхг 1.50.183;9 127;ЬР
;                            йюпмхг 1.50.189;8 704;ЬР
;                            йюпмхг 1.50.192;8 261;ЬР
;                            йюпмхг 1.50.194;7 838;ЬР
;                            йюпмхг 1.50.196;8 261;ЬР
;                            йюпмхг 1.50.198;8 946;ЬР
;                            йюпмхг 1.50.199;8 704;ЬР
;                            йюпмхг 1.50.201;20 168;ЬР
;                            йюпмхг 1.50.208;8 704;ЬР
;                            йюпмхг 1.50.209;18 878;ЬР
;                            йюпмхг 1.50.211;20 228;ЬР
;                            йюпмхг 1.50.215;6 347;ЬР
;                            йюпмхг 1.50.216;8 080;ЬР
;                            йюпмхг 1.50.220;17 508;ЬР
;                            йюпмхг 1.50.221;20 510;ЬР
;                            йюпмхг 1.50.222;22 606;ЬР
;                            йюпмхг 1.50.225;7 495;ЬР
;                            йюпмхг 1.50.226;8 221;ЬР
;                            йюпмхг 1.50.227;22 948;ЬР
;                            йюпмхг 1.50.228;18 032;ЬР
;                            йюпмхг 1.50.229;11 686;ЬР
;                            йюпмхг 1.50.249;8 704;ЬР
;                            йюпмхг 1.50.251;5 743;ЬР
;                            йюпмхг 1.50.252;17 267;ЬР
;                            йюпмхг 1.50.254;12 894;ЬР
;                            йюпмхг 1.50.256;16 642;ЬР
;                            йюпмхг 1.50.257;5 945;ЬР
;                            йюпмхг 1.50.258;5 480;ЬР
;                            йюпмхг 1.50.261;11 504;ЬР
;                            йюпмхг 1.50.262;16 824;ЬР
;                            йюпмхг 1.50.266;7 838;ЬР
;                            йюпмхг 1.50.269;18 315;ЬР
;                            йюпмхг 1.50.271;25 205;ЬР
;                            йюпмхг 1.50.273;21 054;ЬР
;                            йюпмхг 1.50.274;8 704;ЬР
;                            йюпмхг 1.50.275;16 159;ЬР
;                            йюпмхг 1.50.276;8 664;ЬР
;                            йюпмхг 1.50.281;22 948;ЬР
;                            йюпмхг 1.50.288;7 798;ЬР
;                            йюпмхг 1.50.293;9 107;ЬР
;                            йюпмхг 1.50.294;6 226;ЬР
;                            йюпмхг 1.50.295;5 864;ЬР
;                            йюпмхг 1.50.296;8 704;ЬР
;                            йюпмхг 1.50.298;6 105;ЬР
;                            йюпмхг 1.50.501;23 068;ЬР
;                            йюпмхг 1.50.502;30 400;ЬР
;                            йюпмхг 1.50.503;25 847;ЬР
;                            йюпмхг 1.50.504;47 746;ЬР
;                            йюпмхг 1.50.524;47 746;ЬР
;                            йюпмхг 1.50.621;12 028;ЬР
;                            йюпмхг 1.50.622;16 300;ЬР
;                            йюпмхг 1.50.623;12 431;ЬР
;                            йюпмхг 1.50.624;16 098;ЬР
;                            йюпмхг 1.50.710;28 507;ЬР
;                            йюпмхг 1.50.805;28 692;ЬР
;                        1.1.1.01.2 йЮПМХГШ ЦХАЙХЕ;;
;                            йюпмхг цхайхи 1.50.100;13 662;ЬР
;                            йюпмхг цхайхи 1.50.101;16 482;ЬР
;                            йюпмхг цхайхи 1.50.102;12 494;ЬР
;                            йюпмхг цхайхи 1.50.103;12 614;ЬР
;                            йюпмхг цхайхи 1.50.104;31 068;ЬР
;                            йюпмхг цхайхи 1.50.105;15 314;ЬР
;                            йюпмхг цхайхи 1.50.106;16 522;ЬР
;                            йюпмхг цхайхи 1.50.108;31 832;ЬР
;                            йюпмхг цхайхи 1.50.110;40 094;ЬР
;                            йюпмхг цхайхи 1.50.111;32 840;ЬР
;                            йюпмхг цхайхи 1.50.112;16 320;ЬР
;                            йюпмхг цхайхи 1.50.113;15 556;ЬР
;                            йюпмхг цхайхи 1.50.115;12 654;ЬР
;                            йюпмхг цхайхи 1.50.116;31 954;ЬР
;                            йюпмхг цхайхи 1.50.117;27 964;ЬР
;                            йюпмхг цхайхи 1.50.119;17 408;ЬР
;                            йюпмхг цхайхи 1.50.120;35 380;ЬР
;                            йюпмхг цхайхи 1.50.121;17 086;ЬР
;                            йюпмхг цхайхи 1.50.122;11 244;ЬР
;                            йюпмхг цхайхи 1.50.123;11 606;ЬР
;                            йюпмхг цхайхи 1.50.124;28 972;ЬР
;                            йюпмхг цхайхи 1.50.125;24 340;ЬР
;                            йюпмхг цхайхи 1.50.126;17 046;ЬР
;                            йюпмхг цхайхи 1.50.127;16 522;ЬР
;                            йюпмхг цхайхи 1.50.128;28 208;ЬР
;                            йюпмхг цхайхи 1.50.129;16 684;ЬР
;                            йюпмхг цхайхи 1.50.130;11 728;ЬР
;                            йюпмхг цхайхи 1.50.131;26 232;ЬР
;                            йюпмхг цхайхи 1.50.132;31 512;ЬР
;                            йюпмхг цхайхи 1.50.133;22 928;ЬР
;                            йюпмхг цхайхи 1.50.134;41 020;ЬР
;                            йюпмхг цхайхи 1.50.137;43 398;ЬР
;                            йюпмхг цхайхи 1.50.138;36 388;ЬР
;                            йюпмхг цхайхи 1.50.139;27 844;ЬР
;                            йюпмхг цхайхи 1.50.140;16 240;ЬР
;                            йюпмхг цхайхи 1.50.141;16 240;ЬР
;                            йюпмхг цхайхи 1.50.142;36 388;ЬР
;                            йюпмхг цхайхи 1.50.143;15 676;ЬР
;                            йюпмхг цхайхи 1.50.144;17 408;ЬР
;                            йюпмхг цхайхи 1.50.145;46 178;ЬР
;                            йюпмхг цхайхи 1.50.146;29 416;ЬР
;                            йюпмхг цхайхи 1.50.147;36 388;ЬР
;                            йюпмхг цхайхи 1.50.148;30 946;ЬР
;                            йюпмхг цхайхи 1.50.150;11 968;ЬР
;                            йюпмхг цхайхи 1.50.154;10 920;ЬР
;                            йюпмхг цхайхи 1.50.155;10 802;ЬР
;                            йюпмхг цхайхи 1.50.156;12 008;ЬР
;                            йюпмхг цхайхи 1.50.157;11 162;ЬР
;                            йюпмхг цхайхи 1.50.158;11 284;ЬР
;                            йюпмхг цхайхи 1.50.159;11 566;ЬР
;                            йюпмхг цхайхи 1.50.160;15 314;ЬР
;                            йюпмхг цхайхи 1.50.161;17 408;ЬР
;                            йюпмхг цхайхи 1.50.162;15 676;ЬР
;                            йюпмхг цхайхи 1.50.163;30 544;ЬР
;                            йюпмхг цхайхи 1.50.164;33 566;ЬР
;                            йюпмхг цхайхи 1.50.165;15 998;ЬР
;                            йюпмхг цхайхи 1.50.168;32 840;ЬР
;                            йюпмхг цхайхи 1.50.169;30 946;ЬР
;                            йюпмхг цхайхи 1.50.170;17 408;ЬР
;                            йюпмхг цхайхи 1.50.171;11 526;ЬР
;                            йюпмхг цхайхи 1.50.172;11 928;ЬР
;                            йюпмхг цхайхи 1.50.173;12 008;ЬР
;                            йюпмхг цхайхи 1.50.174;12 210;ЬР
;                            йюпмхг цхайхи 1.50.175;32 640;ЬР
;                            йюпмхг цхайхи 1.50.177;17 812;ЬР
;                            йюпмхг цхайхи 1.50.179;16 764;ЬР
;                            йюпмхг цхайхи 1.50.180;30 302;ЬР
;                            йюпмхг цхайхи 1.50.183;18 254;ЬР
;                            йюпмхг цхайхи 1.50.189;17 408;ЬР
;                            йюпмхг цхайхи 1.50.192;16 522;ЬР
;                            йюпмхг цхайхи 1.50.194;15 676;ЬР
;                            йюпмхг цхайхи 1.50.196;16 522;ЬР
;                            йюпмхг цхайхи 1.50.198;17 892;ЬР
;                            йюпмхг цхайхи 1.50.199;17 408;ЬР
;                            йюпмхг цхайхи 1.50.201;40 336;ЬР
;                            йюпмхг цхайхи 1.50.208;17 408;ЬР
;                            йюпмхг цхайхи 1.50.209;37 756;ЬР
;                            йюпмхг цхайхи 1.50.215;12 694;ЬР
;                            йюпмхг цхайхи 1.50.216;16 160;ЬР
;                            йюпмхг цхайхи 1.50.220;35 016;ЬР
;                            йюпмхг цхайхи 1.50.221;41 020;ЬР
;                            йюпмхг цхайхи 1.50.222;45 212;ЬР
;                            йюпмхг цхайхи 1.50.225;14 990;ЬР
;                            йюпмхг цхайхи 1.50.226;16 442;ЬР
;                            йюпмхг цхайхи 1.50.227;45 896;ЬР
;                            йюпмхг цхайхи 1.50.228;36 064;ЬР
;                            йюпмхг цхайхи 1.50.229;23 372;ЬР
;                            йюпмхг цхайхи 1.50.249;17 408;ЬР
;                            йюпмхг цхайхи 1.50.251;11 486;ЬР
;                            йюпмхг цхайхи 1.50.252;34 534;ЬР
;                            йюпмхг цхайхи 1.50.254;25 788;ЬР
;                            йюпмхг цхайхи 1.50.256;33 284;ЬР
;                            йюпмхг цхайхи 1.50.257;11 890;ЬР
;                            йюпмхг цхайхи 1.50.258;10 960;ЬР
;                            йюпмхг цхайхи 1.50.261;23 008;ЬР
;                            йюпмхг цхайхи 1.50.262;33 648;ЬР
;                            йюпмхг цхайхи 1.50.266;15 676;ЬР
;                            йюпмхг цхайхи 1.50.269;36 630;ЬР
;                            йюпмхг цхайхи 1.50.271;50 410;ЬР
;                            йюпмхг цхайхи 1.50.273;42 108;ЬР
;                            йюпмхг цхайхи 1.50.274;17 408;ЬР
;                            йюпмхг цхайхи 1.50.275;32 318;ЬР
;                            йюпмхг цхайхи 1.50.276;17 328;ЬР
;                            йюпмхг цхайхи 1.50.281;45 896;ЬР
;                            йюпмхг цхайхи 1.50.288;15 596;ЬР
;                            йюпмхг цхайхи 1.50.293;18 214;ЬР
;                            йюпмхг цхайхи 1.50.294;12 452;ЬР
;                            йюпмхг цхайхи 1.50.295;11 728;ЬР
;                            йюпмхг цхайхи 1.50.296;17 408;ЬР
;                            йюпмхг цхайхи 1.50.298;12 210;ЬР
;                            йюпмхг цхайхи 1.50.501;46 136;ЬР
;                            йюпмхг цхайхи 1.50.502;60 800;ЬР
;                            йюпмхг цхайхи 1.50.503;51 694;ЬР
;                            йюпмхг цхайхи 1.50.623;24 862;ЬР
;                            йюпмхг цхайхи 1.50.624;32 196;ЬР
;                            йюпмхг цхайхи 1.50.710;57 014;ЬР
;                    1.1.1.02 лНКДХМЦХ;;
;                        1.1.1.02.1 лНКДХМЦХ ФЕЯРЙХЕ;;
;                            лнкдхмц 1.51.301;4 897;ЬР
;                            лнкдхмц 1.51.302;5 964;ЬР
;                            лнкдхмц 1.51.303;7 375;ЬР
;                            лнкдхмц 1.51.304;6 971;ЬР
;                            лнкдхмц 1.51.305;5 662;ЬР
;                            лнкдхмц 1.51.306;5 803;ЬР
;                            лнкдхмц 1.51.307;10 981;ЬР
;                            лнкдхмц 1.51.308;6 488;ЬР
;                            лнкдхмц 1.51.310;10 981;ЬР
;                            лнкдхмц 1.51.312;6 488;ЬР
;                            лнкдхмц 1.51.314;6 871;ЬР
;                            лнкдхмц 1.51.315;7 113;ЬР
;                            лнкдхмц 1.51.316;6 589;ЬР
;                            лнкдхмц 1.51.317;10 397;ЬР
;                            лнкдхмц 1.51.321;5 340;ЬР
;                            лнкдхмц 1.51.322;5 441;ЬР
;                            лнкдхмц 1.51.323;5 541;ЬР
;                            лнкдхмц 1.51.327;9 370;ЬР
