IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP254
4774;карниз;1.50.114;Нет;387
4775;карниз;1.50.115;Нет;313
4776;карниз;1.50.116;Нет;790
4777;карниз;1.50.117;Нет;831
4778;карниз;1.50.118;Нет;877
4779;карниз;1.50.119;Нет;430
4780;карниз;1.50.120;Нет;899
4781;карниз;1.50.121;Нет;423
4782;карниз;1.50.122;Нет;276
4783;карниз;1.50.100;Нет;389
4784;карниз;1.50.102;Нет;308
4785;карниз;1.50.103;Нет;310
4786;карниз;1.50.104;Нет;768
4787;карниз;1.50.105;Нет;380
4788;карниз;1.50.106;Нет;408
4789;карниз;1.50.107;Нет;806
4790;карниз;1.50.109;Нет;877
4791;карниз;1.50.110;Нет;991
4792;карниз;1.50.111;Нет;812
4793;карниз;1.50.112;Нет;401
4794;карниз;1.50.113;Нет;424
4795;карниз;1.50.123;Нет;287
4796;карниз;1.50.124;Нет;731
4797;карниз;1.50.125;Нет;599
4798;карниз;1.50.126;Нет;423
4799;карниз;1.50.127;Нет;408
4800;карниз;1.50.128;Нет;715
4801;карниз;1.50.129;Нет;414
4802;карниз;1.50.130;Нет;269
4803;карниз;1.50.131;Нет;703
4804;карниз;1.50.132;Нет;1048
4805;карниз;1.50.133;Нет;715
4806;карниз;1.50.134;Нет;1015
4807;карниз;1.50.135;Нет;738
4808;карниз;1.50.136;Нет;819
4809;карниз;1.50.137;Нет;1073
4810;карниз;1.50.138;Нет;899
4811;карниз;1.50.139;Нет;697
4812;карниз;1.50.140;Нет;401
4813;карниз;1.50.141;Нет;401
4814;карниз;1.50.142;Нет;899
4815;карниз;1.50.143;Нет;394
4816;карниз;1.50.144;Нет;430
4817;карниз;1.50.145;Нет;1142
4818;карниз;1.50.146;Нет;726
4819;карниз;1.50.147;Нет;899
4820;карниз;1.50.148;Нет;765
4821;карниз;1.50.149;Нет;1073
4822;карниз;1.50.150;Нет;296
4823;карниз;1.50.151;Нет;1161
4824;карниз;1.50.152;Нет;1161
4825;карниз;1.50.153;Нет;1161
4826;карниз;1.50.154;Нет;266
4827;карниз;1.50.155;Нет;265
4828;карниз;1.50.156;Нет;296
4829;карниз;1.50.157;Нет;275
4830;карниз;1.50.158;Нет;278
4831;карниз;1.50.159;Нет;285
4832;карниз;1.50.160;Нет;380
4833;карниз;1.50.162;Нет;394
4834;карниз;1.50.163;Нет;756
4835;карниз;1.50.164;Нет;831
4836;карниз;1.50.165;Нет;396
4837;карниз;1.50.166;Нет;803
4838;карниз;1.50.167;Нет;812
4839;карниз;1.50.168;Нет;812
4840;карниз;1.50.169;Нет;765
4841;карниз;1.50.170;Нет;434
4842;карниз;1.50.171;Нет;284
4843;карниз;1.50.172;Нет;294
4844;карниз;1.50.173;Нет;296
4845;карниз;1.50.174;Нет;302
4846;карниз;1.50.175;Нет;806
4847;карниз;1.50.176;Нет;739
4848;карниз;1.50.177;Нет;438
4849;карниз;1.50.180;Нет;749
4850;карниз;1.50.181;Нет;423
4851;карниз;1.50.182;Нет;414
4852;карниз;1.50.183;Нет;451
4853;карниз;1.50.184;Нет;451
4854;карниз;1.50.185;Нет;788
4855;карниз;1.50.186;Нет;451
4856;карниз;1.50.187;Нет;400
4857;карниз;1.50.188;Нет;400
4858;карниз;1.50.190;Нет;299
4859;карниз;1.50.191;Нет;292
4860;карниз;1.50.192;Нет;407
4861;карниз;1.50.193;Нет;420
4862;карниз;1.50.194;Нет;387
4863;карниз;1.50.195;Нет;421
4864;карниз;1.50.196;Нет;412
4865;карниз;1.50.197;Нет;451
4866;карниз;1.50.198;Нет;442
4867;карниз;1.50.200;Нет;401
4868;карниз;1.50.201;Нет;997
4869;карниз;1.50.202;Нет;719
4870;карниз;1.50.203;Нет;812
4871;карниз;1.50.204;Нет;393
4872;карниз;1.50.208;Нет;437
4873;карниз;1.50.209;Нет;933
4874;карниз;1.50.210;Нет;978
4875;карниз;1.50.211;Нет;1000
4876;карниз;1.50.212;Нет;1000
4877;карниз;1.50.220;Нет;865
4878;карниз;1.50.221;Нет;1013
4879;карниз;1.50.222;Нет;1118
4880;карниз;1.50.250;Нет;741
4881;карниз;1.50.251;Нет;283
4882;карниз;1.50.252;Нет;853
4883;карниз;1.50.253;Нет;423
4884;карниз;1.50.254;Нет;636
4885;карниз;1.50.255;Нет;717
4886;карниз;1.50.256;Нет;823
4887;карниз;1.50.257;Нет;290
4888;карниз;1.50.258;Нет;269
4889;карниз;1.50.259;Нет;387
4890;карниз;1.50.260;Нет;999
4891;карниз;1.50.261;Нет;741
4892;карниз;1.50.262;Нет;833
4893;карниз;1.50.264;Нет;1022
4894;карниз;1.50.265;Нет;437
4895;карниз;1.50.266;Нет;393
4896;карниз;1.50.267;Нет;836
4897;карниз;1.50.268;Нет;861
4898;карниз;1.50.269;Нет;907
4899;карниз;1.50.270;Нет;974
4900;карниз;1.50.271;Нет;1247
4901;карниз;1.50.273;Нет;1042
4902;карниз FLEX;1.50.114;Да;775
4903;карниз FLEX;1.50.115;Да;625
4904;карниз FLEX;1.50.116;Да;1577
4905;карниз FLEX;1.50.117;Да;1661
4906;карниз FLEX;1.50.118;Да;1752
4907;карниз FLEX;1.50.119;Да;862
4908;карниз FLEX;1.50.120;Да;1799
4909;карниз FLEX;1.50.121;Да;843
4910;карниз FLEX;1.50.122;Да;551
4911;карниз FLEX;1.50.100;Да;775
4912;карниз FLEX;1.50.102;Да;615
4913;карниз FLEX;1.50.103;Да;618
4914;карниз FLEX;1.50.104;Да;1535
4915;карниз FLEX;1.50.105;Да;756
4916;карниз FLEX;1.50.106;Да;817
4917;карниз FLEX;1.50.107;Да;1615
4918;карниз FLEX;1.50.109;Да;1752
4919;карниз FLEX;1.50.110;Да;1985
4920;карниз FLEX;1.50.111;Да;1622
4921;карниз FLEX;1.50.112;Да;804
4922;карниз FLEX;1.50.113;Да;852
4923;карниз FLEX;1.50.123;Да;571
4924;карниз FLEX;1.50.124;Да;1464
4925;карниз FLEX;1.50.125;Да;1202
4926;карниз FLEX;1.50.126;Да;845
4927;карниз FLEX;1.50.127;Да;817
4928;карниз FLEX;1.50.128;Да;1430
4929;карниз FLEX;1.50.129;Да;824
4930;карниз FLEX;1.50.130;Да;537
4931;карниз FLEX;1.50.131;Да;1407
4932;карниз FLEX;1.50.132;Да;2098
4933;карниз FLEX;1.50.133;Да;1430
4934;карниз FLEX;1.50.134;Да;2029
4935;карниз FLEX;1.50.135;Да;1476
4936;карниз FLEX;1.50.136;Да;1638
4937;карниз FLEX;1.50.137;Да;2146
4938;карниз FLEX;1.50.138;Да;1799
4939;карниз FLEX;1.50.139;Да;1393
4940;карниз FLEX;1.50.140;Да;802
4941;карниз FLEX;1.50.141;Да;802
4942;карниз FLEX;1.50.142;Да;1799
4943;карниз FLEX;1.50.143;Да;786
4944;карниз FLEX;1.50.144;Да;859
4945;карниз FLEX;1.50.145;Да;2281
4946;карниз FLEX;1.50.146;Да;1455
4947;карниз FLEX;1.50.147;Да;1799
4948;карниз FLEX;1.50.148;Да;1529
4949;карниз FLEX;1.50.149;Да;2146
4950;карниз FLEX;1.50.150;Да;590
4951;карниз FLEX;1.50.151;Да;2322
4952;карниз FLEX;1.50.152;Да;2322
4953;карниз FLEX;1.50.153;Да;2322
4954;карниз FLEX;1.50.154;Да;535
4955;карниз FLEX;1.50.155;Да;530
4956;карниз FLEX;1.50.156;Да;590
4957;карниз FLEX;1.50.157;Да;550
4958;карниз FLEX;1.50.158;Да;537
4959;карниз FLEX;1.50.159;Да;569
4960;карниз FLEX;1.50.160;Да;756
4961;карниз FLEX;1.50.162;Да;786
4962;карниз FLEX;1.50.163;Да;1509
4963;карниз FLEX;1.50.164;Да;1661
4964;карниз FLEX;1.50.165;Да;790
4965;карниз FLEX;1.50.166;Да;1601
4966;карниз FLEX;1.50.168;Да;1622
