IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP257
4774;карниз 1.50.114;1.50.114;Нет;16,11
4775;карниз 1.50.115;1.50.115;Нет;12,95
4776;карниз 1.50.116;1.50.116;Нет;32,58
4777;карниз 1.50.117;1.50.117;Нет;34,33
4778;карниз 1.50.118;1.50.118;Нет;36,09
4779;карниз 1.50.119;1.50.119;Нет;17,87
4780;карниз 1.50.120;1.50.120;Нет;37,13
4781;карниз 1.50.121;1.50.121;Нет;17,52
4782;карниз 1.50.122;1.50.122;Нет;11,55
4783;карниз 1.50.100;1.50.100;Нет;16,11
4784;карниз 1.50.102;1.50.102;Нет;12,95
4785;карниз 1.50.103;1.50.103;Нет;12,95
4786;карниз 1.50.104;1.50.104;Нет;31,53
4787;карниз 1.50.105;1.50.105;Нет;15,76
4788;карниз 1.50.106;1.50.106;Нет;16,81
4789;карниз 1.50.107;1.50.107;Нет;33,28
4790;карниз 1.50.109;1.50.109;Нет;36,09
4791;карниз 1.50.110;1.50.110;Нет;40,99
4792;карниз 1.50.111;1.50.111;Нет;33,28
4793;карниз 1.50.112;1.50.112;Нет;16,81
4794;карниз 1.50.113;1.50.113;Нет;17,52
4795;карниз 1.50.123;1.50.123;Нет;11,9
4796;карниз 1.50.124;1.50.124;Нет;30,12
4797;карниз 1.50.125;1.50.125;Нет;24,87
4798;карниз 1.50.126;1.50.126;Нет;17,52
4799;карниз 1.50.127;1.50.127;Нет;16,81
4800;карниз 1.50.128;1.50.128;Нет;29,42
4801;карниз 1.50.129;1.50.129;Нет;17,16
4802;карниз 1.50.130;1.50.130;Нет;11,9
4803;карниз 1.50.131;1.50.131;Нет;29,07
4804;карниз 1.50.132;1.50.132;Нет;43,1
4805;карниз 1.50.133;1.50.133;Нет;29,42
4806;карниз 1.50.134;1.50.134;Нет;41,69
4807;карниз 1.50.135;1.50.135;Нет;30,47
4808;карниз 1.50.136;1.50.136;Нет;33,63
4809;карниз 1.50.137;1.50.137;Нет;44,15
4810;карниз 1.50.138;1.50.138;Нет;37,13
4811;карниз 1.50.139;1.50.139;Нет;28,72
4812;карниз 1.50.140;1.50.140;Нет;16,46
4813;карниз 1.50.141;1.50.141;Нет;16,46
4814;карниз 1.50.142;1.50.142;Нет;37,13
4815;карниз 1.50.143;1.50.143;Нет;16,46
4816;карниз 1.50.144;1.50.144;Нет;17,87
4817;карниз 1.50.145;1.50.145;Нет;46,94
4818;карниз 1.50.146;1.50.146;Нет;
4819;карниз 1.50.147;1.50.147;Нет;37,13
4820;карниз 1.50.148;1.50.148;Нет;31,53
4822;карниз 1.50.150;1.50.150;Нет;12,25
4823;карниз 1.50.151;1.50.151;Нет;47,64
4824;карниз 1.50.152;1.50.152;Нет;47,64
4825;карниз 1.50.153;1.50.153;Нет;47,64
4826;карниз 1.50.154;1.50.154;Нет;11,2
4827;карниз 1.50.155;1.50.155;Нет;11,2
4828;карниз 1.50.156;1.50.156;Нет;12,25
4829;карниз 1.50.157;1.50.157;Нет;11,55
4830;карниз 1.50.158;1.50.158;Нет;11,55
4831;карниз 1.50.159;1.50.159;Нет;11,9
4832;карниз 1.50.160;1.50.160;Нет;15,76
4833;карниз 1.50.162;1.50.162;Нет;16,46
4834;карниз 1.50.163;1.50.163;Нет;31,18
4835;карниз 1.50.164;1.50.164;Нет;34,33
4836;карниз 1.50.165;1.50.165;Нет;16,46
4837;карниз 1.50.166;1.50.166;Нет;32,93
4838;карниз 1.50.167;1.50.167;Нет;33,28
4839;карниз 1.50.168;1.50.168;Нет;33,28
4840;карниз 1.50.169;1.50.169;Нет;31,53
4841;карниз 1.50.170;1.50.170;Нет;17,87
4842;карниз 1.50.171;1.50.171;Нет;11,9
4843;карниз 1.50.172;1.50.172;Нет;12,25
4844;карниз 1.50.173;1.50.173;Нет;12,25
4845;карниз 1.50.174;1.50.174;Нет;12,6
4846;карниз 1.50.175;1.50.175;Нет;33,28
4847;карниз 1.50.176;1.50.176;Нет;30,47
4848;карниз 1.50.177;1.50.177;Нет;18,22
4849;карниз 1.50.180;1.50.180;Нет;30,83
4850;карниз 1.50.181;1.50.181;Нет;17,52
4851;карниз 1.50.182;1.50.182;Нет;17,16
4852;карниз 1.50.183;1.50.183;Нет;18,56
4853;карниз 1.50.184;1.50.184;Нет;18,56
4854;карниз 1.50.185;1.50.185;Нет;32,58
4855;карниз 1.50.186;1.50.186;Нет;18,56
4856;карниз 1.50.187;1.50.187;Нет;16,46
4857;карниз 1.50.188;1.50.188;Нет;16,46
4858;карниз 1.50.190;1.50.190;Нет;12,6
4859;карниз 1.50.191;1.50.191;Нет;12,25
4860;карниз 1.50.192;1.50.192;Нет;16,81
4861;карниз 1.50.193;1.50.193;Нет;29,77
4862;карниз 1.50.194;1.50.194;Нет;16,11
4863;карниз 1.50.195;1.50.195;Нет;17,52
4864;карниз 1.50.196;1.50.196;Нет;16,81
4865;карниз 1.50.197;1.50.197;Нет;18,56
4866;карниз 1.50.198;1.50.198;Нет;29,77
4867;карниз 1.50.200;1.50.200;Нет;16,46
4868;карниз 1.50.201;1.50.201;Нет;40,99
4869;карниз 1.50.202;1.50.202;Нет;29,77
4870;карниз 1.50.203;1.50.203;Нет;33,28
4871;карниз 1.50.204;1.50.204;Нет;16,46
4872;карниз 1.50.208;1.50.208;Нет;18,22
4873;карниз 1.50.209;1.50.209;Нет;38,53
4874;карниз 1.50.210;1.50.210;Нет;40,29
4875;карниз 1.50.211;1.50.211;Нет;
4876;карниз 1.50.212;1.50.212;Нет;
4877;карниз 1.50.220;1.50.220;Нет;35,74
4878;карниз 1.50.221;1.50.221;Нет;41,69
4879;карниз 1.50.222;1.50.222;Нет;45,9
4880;карниз 1.50.250;1.50.250;Нет;30,47
4881;карниз 1.50.251;1.50.251;Нет;11,9
4882;карниз 1.50.252;1.50.252;Нет;35,04
4883;карниз 1.50.253;1.50.253;Нет;17,52
4884;карниз 1.50.254;1.50.254;Нет;26,28
4885;карниз 1.50.255;1.50.255;Нет;29,42
4886;карниз 1.50.256;1.50.256;Нет;33,98
4887;карниз 1.50.257;1.50.257;Нет;12,25
4888;карниз 1.50.258;1.50.258;Нет;11,2
4889;карниз 1.50.259;1.50.259;Нет;16,11
4890;карниз 1.50.260;1.50.260;Нет;40,99
4891;карниз 1.50.261;1.50.261;Нет;30,47
4892;карниз 1.50.262;1.50.262;Нет;34,33
4893;карниз 1.50.264;1.50.264;Нет;42,04
4894;карниз 1.50.265;1.50.265;Нет;18,22
4895;карниз 1.50.266;1.50.266;Нет;16,46
4896;карниз 1.50.267;1.50.267;Нет;
4897;карниз 1.50.268;1.50.268;Нет;35,39
4898;карниз 1.50.269;1.50.269;Нет;
4899;карниз 1.50.270;1.50.270;Нет;39,94
4900;карниз 1.50.271;1.50.271;Нет;51,15
4901;карниз 1.50.273;1.50.273;Нет;59,21
4902;карниз 1.50.114 гибкий;1.50.114;Да;32,22
4903;карниз 1.50.115 гибкий;1.50.115;Да;25,9
4904;карниз 1.50.116 гибкий;1.50.116;Да;65,16
4905;карниз 1.50.117 гибкий;1.50.117;Да;68,66
4906;карниз 1.50.118 гибкий;1.50.118;Да;72,18
4907;карниз 1.50.119 гибкий;1.50.119;Да;35,74
4908;карниз 1.50.120 гибкий;1.50.120;Да;74,26
4909;карниз 1.50.121 гибкий;1.50.121;Да;35,04
4910;карниз 1.50.122 гибкий;1.50.122;Да;23,1
4911;карниз 1.50.100 гибкий;1.50.100;Да;32,22
4912;карниз 1.50.102 гибкий;1.50.102;Да;25,9
4913;карниз 1.50.103 гибкий;1.50.103;Да;25,9
4914;карниз 1.50.104 гибкий;1.50.104;Да;63,06
4915;карниз 1.50.105 гибкий;1.50.105;Да;31,52
4916;карниз 1.50.106 гибкий;1.50.106;Да;33,62
4917;карниз 1.50.107 гибкий;1.50.107;Да;66,56
4918;карниз 1.50.109 гибкий;1.50.109;Да;72,18
4919;карниз 1.50.110 гибкий;1.50.110;Да;81,98
4920;карниз 1.50.111 гибкий;1.50.111;Да;66,56
4921;карниз 1.50.112 гибкий;1.50.112;Да;33,62
4922;карниз 1.50.113 гибкий;1.50.113;Да;35,04
4923;карниз 1.50.123 гибкий;1.50.123;Да;23,8
4924;карниз 1.50.124 гибкий;1.50.124;Да;60,24
4925;карниз 1.50.125 гибкий;1.50.125;Да;49,74
4926;карниз 1.50.126 гибкий;1.50.126;Да;35,04
4927;карниз 1.50.127 гибкий;1.50.127;Да;33,62
4928;карниз 1.50.128 гибкий;1.50.128;Да;58,84
4929;карниз 1.50.129 гибкий;1.50.129;Да;34,32
4930;карниз 1.50.130 гибкий;1.50.130;Да;23,8
4931;карниз 1.50.131 гибкий;1.50.131;Да;58,14
4932;карниз 1.50.132 гибкий;1.50.132;Да;86,2
4933;карниз 1.50.133 гибкий;1.50.133;Да;58,84
4934;карниз 1.50.134 гибкий;1.50.134;Да;83,38
4935;карниз 1.50.135 гибкий;1.50.135;Да;60,94
4936;карниз 1.50.136 гибкий;1.50.136;Да;67,26
