IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP254
4774;карниз;1.50.114;Нет;425
4775;карниз;1.50.115;Нет;344
4776;карниз;1.50.116;Нет;870
4777;карниз;1.50.117;Нет;914
4778;карниз;1.50.118;Нет;964
4779;карниз;1.50.119;Нет;473
4780;карниз;1.50.120;Нет;989
4781;карниз;1.50.121;Нет;465
4782;карниз;1.50.122;Нет;303
4783;карниз;1.50.100;Нет;428
4784;карниз;1.50.102;Нет;339
4785;карниз;1.50.103;Нет;341
4786;карниз;1.50.104;Нет;845
4787;карниз;1.50.105;Нет;418
4788;карниз;1.50.106;Нет;449
4789;карниз;1.50.107;Нет;886
4790;карниз;1.50.109;Нет;964
4791;карниз;1.50.110;Нет;1091
4792;карниз;1.50.111;Нет;893
4793;карниз;1.50.112;Нет;441
4794;карниз;1.50.113;Нет;466
4795;карниз;1.50.123;Нет;315
4796;карниз;1.50.124;Нет;805
4797;карниз;1.50.125;Нет;659
4798;карниз;1.50.126;Нет;465
4799;карниз;1.50.127;Нет;449
4800;карниз;1.50.128;Нет;787
4801;карниз;1.50.129;Нет;455
4802;карниз;1.50.130;Нет;296
4803;карниз;1.50.131;Нет;774
4804;карниз;1.50.132;Нет;1153
4805;карниз;1.50.133;Нет;787
4806;карниз;1.50.134;Нет;1116
4807;карниз;1.50.135;Нет;812
4808;карниз;1.50.136;Нет;900
4809;карниз;1.50.137;Нет;1181
4810;карниз;1.50.138;Нет;989
4811;карниз;1.50.139;Нет;766
4812;карниз;1.50.140;Нет;441
4813;карниз;1.50.141;Нет;441
4814;карниз;1.50.142;Нет;989
4815;карниз;1.50.143;Нет;433
4816;карниз;1.50.144;Нет;473
4817;карниз;1.50.145;Нет;1256
4818;карниз;1.50.146;Нет;799
4819;карниз;1.50.147;Нет;989
4820;карниз;1.50.148;Нет;842
4821;карниз;1.50.149;Нет;1135,26
4822;карниз;1.50.150;Нет;325
4823;карниз;1.50.151;Нет;1277
4824;карниз;1.50.152;Нет;1277
4825;карниз;1.50.153;Нет;1277
4826;карниз;1.50.154;Нет;293
4827;карниз;1.50.155;Нет;292
4828;карниз;1.50.156;Нет;325
4829;карниз;1.50.157;Нет;303
4830;карниз;1.50.158;Нет;305
4831;карниз;1.50.159;Нет;313
4832;карниз;1.50.160;Нет;418
4833;карниз;1.50.162;Нет;433
4834;карниз;1.50.163;Нет;832
4835;карниз;1.50.164;Нет;914
4836;карниз;1.50.165;Нет;435
4837;карниз;1.50.166;Нет;883
4838;карниз;1.50.167;Нет;893
4839;карниз;1.50.168;Нет;893
4840;карниз;1.50.169;Нет;842
4841;карниз;1.50.170;Нет;478
4842;карниз;1.50.171;Нет;312
4843;карниз;1.50.172;Нет;324
4844;карниз;1.50.173;Нет;326
4845;карниз;1.50.174;Нет;332
4846;карниз;1.50.175;Нет;886
4847;карниз;1.50.176;Нет;813
4848;карниз;1.50.177;Нет;482
4849;карниз;1.50.180;Нет;824
4850;карниз;1.50.181;Нет;465
4851;карниз;1.50.182;Нет;455
4852;карниз;1.50.183;Нет;496
4853;карниз;1.50.184;Нет;496
4854;карниз;1.50.185;Нет;867
4855;карниз;1.50.186;Нет;496
4856;карниз;1.50.187;Нет;440
4857;карниз;1.50.188;Нет;440
4858;карниз;1.50.190;Нет;328
4859;карниз;1.50.191;Нет;321
4860;карниз;1.50.192;Нет;447
4861;карниз;1.50.193;Нет;462
4862;карниз;1.50.194;Нет;425
4863;карниз;1.50.195;Нет;463
4864;карниз;1.50.196;Нет;453
4865;карниз;1.50.197;Нет;496
4866;карниз;1.50.198;Нет;487
4867;карниз;1.50.200;Нет;441
4868;карниз;1.50.201;Нет;1097
4869;карниз;1.50.202;Нет;791
4870;карниз;1.50.203;Нет;893
4871;карниз;1.50.204;Нет;432
4872;карниз;1.50.208;Нет;481
4873;карниз;1.50.209;Нет;1026
4874;карниз;1.50.210;Нет;1076
4875;карниз;1.50.211;Нет;1100
4876;карниз;1.50.212;Нет;1100
4877;карниз;1.50.220;Нет;952
4878;карниз;1.50.221;Нет;1114
4879;карниз;1.50.222;Нет;1230
4880;карниз;1.50.250;Нет;816
4881;карниз;1.50.251;Нет;311
4882;карниз;1.50.252;Нет;939
4883;карниз;1.50.253;Нет;465
4884;карниз;1.50.254;Нет;700
4885;карниз;1.50.255;Нет;789
