IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP256;IP_PROP257;IP_PROP258;CV_PRICE_1
5127;молдинг 1.51.354 гибкий;1.51.354;Да;55,68;7708;742;532;13900;29,42;29,42;1634.00
5128;плинтус 1.53.102;1.53.102;Нет;48,71;6736;649;465;12100;25,57;25,57;1430.00
5129;плинтус 1.53.103;1.53.103;Нет;44,69;6176;595;427;11200;23,47;23,47;1299.00
5130;плинтус 1.53.104;1.53.104;Нет;45,45;6275;605;434;11300;23,82;23,82;1334.00
5131;плинтус 1.53.105;1.53.105;Нет;50,08;6917;667;478;12500;26,28;26,28;1471.00
5132;плинтус 1.53.106;1.53.106;Нет;40,73;5632;542;389;10100;21,36;21,36;1196.00
5133;плинтус 1.53.107;1.53.107;Нет;39,16;5418;521;374;9800;20,31;20,31;1150.00
5134;плинтус 1.53.109;1.53.109;Нет;43,83;6061;584;419;10900;22,77;22,77;1287.00
5135;плинтус 1.53.101;1.53.101;Нет;47,09;6505;627;450;11700;24,52;24,52;1383.00
5136;плинтус 1.53.102 гибкий;1.53.102;Да;97,42;13472;1297;930;24300;51,14;51,14;2860.00
5137;плинтус 1.53.103 гибкий;1.53.103;Да;89,4;12352;1053;854;22300;46,94;46,94;2598.00
5138;плинтус 1.53.104 гибкий;1.53.104;Да;90,9;12550;1211;868;22700;47,64;47,64;2668.00
5139;плинтус 1.53.105 гибкий;1.53.105;Да;100,18;13834;1334;957;24900;52,56;52,56;2942.00
5140;плинтус 1.53.106 гибкий;1.53.106;Да;81,45;11264;1085;778;20300;42,72;42,72;2392.00
5141;плинтус 1.53.107 гибкий;1.53.107;Да;78,31;10836;1043;748;19600;40,62;40,62;2300.00
5142;плинтус 1.53.109 гибкий;1.53.109;Да;87,68;12122;1168;837;21900;45,54;45,54;2574.00
5143;плинтус 1.53.101 гибкий;1.53.101;Да;94,2;13010;1254;899;23500;49,04;49,04;2766.00
5144;угловой элемент 1.52.326;1.52.326;Нет;23,23;3211;309;222;5900;12,25;12,25;682.00
5145;угловой элемент 1.52.301;1.52.301;Нет;19,89;2750;250;190;5100;10,5;10,5;584.00
5146;угловой элемент 1.52.302;1.52.302;Нет;20,42;2833;272;195;5200;10,85;10,85;600.00
5147;угловой элемент 1.52.290;1.52.290;Нет;21,59;2981;287;206;5500;11,2;11,2;634.00
5148;угловой элемент 1.52.293;1.52.293;Нет;21,59;2981;287;206;5500;11,2;11,2;634.00
5149;угловой элемент 1.52.292;1.52.292;Нет;22,1;3064;294;211;5600;11,55;11,55;649.00
5150;угловой элемент 1.52.288;1.52.288;Нет;22,55;3128;300;215;5700;11,9;11,9;662.00
5151;угловой элемент 1.52.294;1.52.294;Нет;22,55;3128;300;215;5700;11,9;11,9;662.00
5152;угловой элемент 1.52.291;1.52.291;Нет;20,56;2850;274;196;5200;10,85;10,85;604.00
5153;угловой элемент 1.52.295;1.52.295;Нет;20,56;2850;274;196;5200;10,85;10,85;604.00
5154;угловой элемент 1.52.328;1.52.328;Нет;20,56;2850;274;196;5200;10,85;10,85;604.00
5155;угловой элемент 1.52.400;1.52.400;Нет;21,69;2997;289;207;5500;11,55;11,55;637.00
5156;угловой элемент 1.52.289;1.52.289;Нет;19,97;2767;266;191;5100;10,5;10,5;586.00
5157;угловой элемент 1.52.296;1.52.296;Нет;24,72;3425;329;236;6300;12,95;12,95;726.00
5158;угловой элемент 1.52.297;1.52.297;Нет;20,11;2783;268;192;5100;10,5;10,5;591.00
5159;угловой элемент 1.52.298;1.52.298;Нет;20,11;2783;268;192;5100;10,5;10,5;591.00
5160;угловой элемент 1.52.300;1.52.300;Нет;20,56;2850;274;196;5200;10,85;10,85;604.00
5161;угловой элемент 1.52.303;1.52.303;Нет;20,56;2850;274;196;5200;10,85;10,85;604.00
5162;угловой элемент 1.52.308;1.52.308;Нет;19,7;2734;247;188;4900;10,5;10,5;579.00
5163;угловой элемент 1.52.312;1.52.312;Нет;19,89;2750;265;190;5100;10,5;10,5;584.00
5164;угловой элемент 1.52.313;1.52.313;Нет;42,6;5895;567;407;10600;22,07;22,07;1251.00
5165;угловой элемент 1.52.314;1.52.314;Нет;24,72;3425;329;236;6300;12,95;12,95;726.00
5166;угловой элемент 1.52.318;1.52.318;Нет;21,09;2915;281;201;5300;11,2;11,2;619.00
5167;кронштейн 1.19.001;1.19.001;Нет;57,54;7954;766;550;14400;30,12;30,12;1690.00
5168;кронштейн 1.19.137;1.19.137;Нет;8,47;1169;113;81;2100;4,54;4,54;249.00
5169;кронштейн 1.19.002;1.19.002;Нет;43,05;5945;573;411;10800;22,42;22,42;1264.00
5170;кронштейн 1.19.005;1.19.005;Нет;47,58;6572;634;454;11800;24,87;24,87;1397.00
5171;кронштейн 1.19.003;1.19.003;Нет;43,19;5978;575;412;10800;22,42;22,42;1268.00
5172;кронштейн 1.19.004;1.19.004;Нет;43,23;5978;576;413;10800;22,42;22,42;1269.00
5174;розетка 1.56.017;1.56.017;Нет;60,7;8382;808;580;15200;31,53;31,53;1782.00
5175;розетка 1.56.001;1.56.001;Нет;82,56;11413;1101;789;20600;43,1;43,1;2427.00
5176;розетка 1.56.002;1.56.002;Нет;58,75;8119;782;561;14600;30,47;30,47;1725.00
5177;розетка 1.56.004;1.56.004;Нет;47,91;6620;638;458;12000;24,87;24,87;1407.00
5178;розетка 1.56.007;1.56.007;Нет;49,67;6867;662;474;12400;25,93;25,93;1459.00
5179;розетка 1.56.013;1.56.013;Нет;32,78;4529;437;313;8200;17,16;17,16;963.00
5180;розетка 1.56.014;1.56.014;Нет;34,17;4727;455;326;8500;17,87;17,87;1003.00
5181;розетка 1.56.015;1.56.015;Нет;64,6;8926;860;617;16100;33,63;33,63;1896.00
5182;розетка 1.56.016;1.56.016;Нет;58,75;8119;782;561;14600;30,47;30,47;1725.00
5183;розетка 1.56.018;1.56.018;Нет;114,86;15859;1530;1097;28600;59,56;59,56;3373.00
5184;розетка 1.56.019;1.56.019;Нет;62,71;8662;835;599;15600;32,58;32,58;1841.00
5185;розетка 1.56.020;1.56.020;Нет;62,71;8662;835;599;15600;32,58;32,58;1841.00
5186;розетка 1.56.022;1.56.022;Нет;58,75;8119;782;561;14600;30,47;30,47;1725.00
5187;розетка 1.56.023;1.56.023;Нет;80,5;11116;1072;769;20100;42,04;42,04;2364.00
5188;розетка 1.56.024;1.56.024;Нет;60,7;8382;808;580;15200;31,53;31,53;1782.00
5189;розетка 1.56.025;1.56.025;Нет;151,33;20899;2015;1445;37600;78,49;78,49;4443.00
5190;розетка 1.56.005;1.56.005;Нет;80,44;11116;1071;768;20100;54,31;54,31;2362.00
5191;розетка 1.56.010;1.56.010;Нет;19,97;2767;266;191;5100;10,5;10,5;586.00
5192;розетка 1.56.028;1.56.028;Нет;112,22;15497;1495;1071;27900;58,16;58,16;3295.00
5193;розетка 1.56.029;1.56.029;Нет;82,66;11413;1101;789;20600;43,1;43,1;2427.00
5194;розетка 1.56.030;1.56.030;Нет;35,18;4859;469;336;8800;18,56;18,56;1033.00
5195;розетка 1.56.003;1.56.003;Нет;62,71;8662;835;599;15600;32,58;32,58;1841.00
5196;розетка 1.56.031;1.56.031;Нет;80,5;11116;1072;769;20100;42,04;42,04;2364.00
5197;розетка 1.56.021;1.56.021;Нет;64,6;8926;860;617;16100;33,63;33,63;1896.00
5198;розетка 1.56.026;1.56.026;Нет;109,55;15134;1459;1046;27300;57,11;57,11;3216.00
5199;розетка 1.56.006;1.56.006;Нет;33,46;4627;446;319;8400;17,52;17,52;982.00
5200;розетка 1.56.009;1.56.009;Нет;34,17;4727;413;326;8500;17,87;17,87;1003.00
5201;розетка 1.56.032;1.56.032;Нет;34,85;4826;464;333;8600;18,22;18,22;1023.00
5202;розетка 1.56.011;1.56.011;Нет;19,7;2734;262;188;4900;10,5;10,5;579.00
5203;розетка 1.56.037;1.56.037;Нет;34,21;4727;456;327;8500;17,87;17,87;1004.00
5204;розетка 1.56.034;1.56.034;Нет;60,74;8382;809;580;15200;31,53;31,53;1783.00
5205;розетка 1.56.033;1.56.033;Нет;58,75;8119;782;561;14600;30,47;30,47;1725.00
5206;розетка 1.56.038;1.56.038;Нет;36,18;5007;482;346;9000;23,47;23,47;1063.00
5207;розетка 1.56.012;1.56.012;Нет;62,71;8662;835;599;15600;32,58;32,58;1841.00
5208;розетка 1.56.027;1.56.027;Нет;33,37;4612;445;319;8400;24,52;24,52;980.00
5209;розетка 1.56.039;1.56.039;Нет;83,74;11562;1115;800;20900;43,45;43,45;2459.00
5210;розетка 1.56.035;1.56.035;Нет;60,7;8382;808;580;15200;31,53;31,53;1782.00
5211;розетка 1.56.042;1.56.042;Нет;19,97;2767;266;191;5100;10,5;10,5;586.00
5212;орнамент 1.60.114;1.60.114;Нет;24,85;3444;331;237;6300;12,95;12,95;729.00
5213;орнамент 1.60.014;1.60.014;Нет;24,85;3444;331;237;6300;12,95;12,95;729.00
5214;орнамент 1.60.011;1.60.011;Нет;10,78;1499;144;103;2800;5,6;5,6;317.00
5215;орнамент 1.60.111;1.60.111;Нет;10,78;1499;144;103;2800;5,6;5,6;317.00
5216;орнамент 1.60.007;1.60.007;Нет;10;1385;133;96;2600;5,25;5,25;294.00
5217;орнамент 1.60.005;1.60.005;Нет;10;1385;133;96;2600;5,25;5,25;294.00
5218;орнамент 1.60.012;1.60.012;Нет;26,9;3724;358;257;6800;14,01;14,01;790.00
5219;орнамент 1.60.008;1.60.008;Нет;9,45;1318;126;90;2400;4,9;4,9;277.00
5220;орнамент 1.60.010;1.60.010;Нет;9,68;1352;129;92;2600;5,25;5,25;284.00
5221;орнамент 1.60.002;1.60.002;Нет;10,382;1499;144;103;2800;5,6;5,6;318.00
5222;орнамент 1.60.003;1.60.003;Нет;9,45;1318;126;90;2400;4,9;4,9;277.00
5223;орнамент 1.60.004;1.60.004;Нет;9,68;1352;129;92;2600;5,25;5,25;284.00
5224;орнамент 1.60.006;1.60.006;Нет;9,82;1368;131;94;2600;5,25;5,25;288.00
5225;орнамент 1.60.009;1.60.009;Нет;9,68;1352;129;92;2600;5,25;5,25;284.00
5226;орнамент 1.60.015;1.60.015;Нет;10,11;1401;135;97;2600;5,25;5,25;297.00
5227;орнамент 1.60.017;1.60.017;Нет;10,87;1516;145;104;2800;5,95;5,95;319.00
5228;орнамент 1.60.018;1.60.018;Нет;11,19;1549;149;107;2800;5,95;5,95;329.00
5229;орнамент 1.60.019;1.60.019;Нет;26,9;3724;358;257;6800;14,01;14,01;790.00
5230;орнамент 1.60.108;1.60.108;Нет;9,45;1318;126;90;2400;4,9;4,9;277.00
5231;орнамент 1.60.109;1.60.109;Нет;9,68;1352;129;92;2600;5,25;5,25;284.00
5232;орнамент 1.60.110;1.60.110;Нет;9,68;1352;129;92;2600;5,25;5,25;284.00
5233;орнамент 1.60.001;1.60.001;Нет;9,86;1368;131;94;2600;5,25;5,25;289.00
5234;кессон 1.57.002;1.57.002;Нет;75,52;10443;1006;721;18800;39,24;39,24;2218.00
5235;кессон 1.57.003;1.57.003;Нет;79,5;10987;1059;759;19900;41,34;41,34;2334.00
5236;кессон 1.57.001;1.57.001;Нет;69,58;9619;927;664;17300;36,09;36,09;2043.00
5237;кессон 1.57.004;1.57.004;Нет;103,18;14246;1374;985;25700;53,61;53,61;3029.00
5238;купол 1.58.001;1.58.001;Нет;380,46;52520;5067;3633;94400;197,29;197,29;11171.00
5239;капитель 1.11.001;1.11.001;Нет;331,75;45801;4419;3168;82400;172,06;172,06;9741.00
5240;капитель 1.11.010;1.11.010;Нет;180,26;24886;2401;1721;44900;93,55;93,55;5292.00
5241;капитель 1.11.003;1.11.003;Нет;257,73;35591;3433;2461;64000;133,86;133,86;7567.00
5242;капитель 1.11.002;1.11.002;Нет;191,45;26434;2550;1828;47700;99,52;99,52;5621.00
5243;капитель 1.11.004;1.11.004;Нет;257,73;35591;3433;2461;64000;133,86;133,86;7567.00
5244;капитель 1.11.005;1.11.005;Нет;132,82;18348;1769;1268;33000;69,03;69,03;3900.00
5245;капитель 1.11.006;1.11.006;Нет;247,35;34158;3294;2362;61500;128,26;128,26;7262.00
5246;капитель 1.11.008;1.11.008;Нет;149,9;20703;1996;1431;37300;77,79;77,79;4401.00
5247;капитель 1.11.009;1.11.009;Нет;149,26;20604;1988;1425;37200;77,44;77,44;4382.00
5248;капитель 1.15.002;1.15.002;Нет;81,75;11299;1089;781;20400;42,39;42,39;2400.00
5249;капитель 1.15.003;1.15.003;Нет;114,9;15877;1530;1097;28600;59,56;59,56;3374.00
5250;капитель 1.15.004;1.15.004;Нет;114,9;15877;1530;1097;28600;59,56;59,56;3374.00
5251;капитель 1.15.005;1.15.005;Нет;59,61;8236;794;569;14900;31,18;31,18;1750.00
5252;капитель 1.15.006;1.15.006;Нет;110,45;15251;1471;1055;27600;57,46;57,46;3243.00
5253;капитель 1.15.008;1.15.008;Нет;75,01;10360;999;716;18700;38,88;38,88;2202.00
5254;капитель 1.15.001;1.15.001;Нет;140,38;19385;1870;1341;34900;72,89;72,89;4122.00
5255;капитель 1.15.009;1.15.009;Нет;74,6;10310;994;712;18700;38,88;38,88;2190.00
5256;капитель 1.15.010;1.15.010;Нет;90,18;12452;1201;861;22500;46,94;46,94;2648.00
5257;капитель 1.21.003;1.21.003;Нет;51,25;7083;683;489;12800;26,63;26,63;1505.00
5258;капитель 1.21.001;1.21.001;Нет;46,04;6358;613;440;11500;24,17;24,17;1352.00
5259;капитель 1.21.002;1.21.002;Нет;58,59;8104;780;560;14700;30,47;30,47;1720.00
5260;капитель 1.21.004;1.21.004;Нет;53,57;7412;714;512;13300;28,02;28,02;1573.00
5261;капитель 1.21.005;1.21.005;Нет;57,77;7989;769;552;14400;30,12;30,12;1696.00
5262;капитель 1.21.006;1.21.006;Нет;54,74;7560;729;523;13700;28,37;28,37;1607.00
5263;капитель 1.21.007;1.21.007;Нет;51,84;7165;691;495;13000;26,98;26,98;1522.00
5264;ствол 1.12.020;1.12.020;Нет;484,89;66930;6458;4630;120400;251,6;251,6;14236.00
5265;ствол 1.12.010;1.12.010;Нет;484,89;66930;6458;4630;120400;251,6;251,6;14236.00
5266;ствол 1.12.030;1.12.030;Нет;617,54;85244;8225;5897;153400;320,29;320,29;18131.00
5267;ствол 1.12.050;1.12.050;Нет;285,48;39412;3802;2726;70900;148,22;148,22;8382.00
5268;ствол 1.12.060;1.12.060;Нет;260,68;35985;3472;2489;64800;135,26;135,26;7654.00
5269;ствол 1.12.061;1.12.061;Нет;352,11;48601;4690;3362;87400;182,57;182,57;10338.00
5270;ствол 1.12.080;1.12.080;Нет;260,68;35985;3472;2489;64800;135,26;135,26;7654.00
5271;ствол 1.12.081;1.12.081;Нет;352,11;48601;4690;3362;87400;182,57;182,57;10338.00
5272;ствол 1.12.070;1.12.070;Нет;260,68;35985;3472;2489;64800;135,26;135,26;7654.00
5273;ствол 1.12.071;1.12.071;Нет;352,11;48601;4690;3362;87400;182,57;182,57;10338.00
5274;ствол 1.16.080;1.16.080;Нет;130,38;18001;1737;1245;32500;67,62;67,62;3828.00
5275;ствол 1.16.081;1.16.081;Нет;176,1;24309;2345;1681;43800;91,46;91,46;5170.00
5276;ствол 1.16.030;1.16.030;Нет;283,27;39115;3773;2705;70400;147,18;147,18;8317.00
5277;ствол 1.16.070;1.16.070;Нет;130,38;18001;1737;1245;32500;67,62;67,62;3828.00
5278;ствол 1.16.050;1.16.050;Нет;127,65;17623;1700;1219;31800;66,22;66,22;3748.00
5279;ствол 1.16.060;1.16.060;Нет;130,38;18001;1737;1245;32500;67,62;67,62;3828.00
5280;ствол 1.16.071;1.16.071;Нет;176,1;24309;2345;1681;43800;91,46;91,46;5170.00
5281;ствол 1.16.010;1.16.010;Нет;217,03;29974;2891;2073;53900;112,83;112,83;6372.00
5282;ствол 1.16.011;1.16.011;Нет;223,04;30798;2971;2130;55500;115,63;115,63;6548.00
5283;ствол 1.16.020;1.16.020;Нет;217,03;29974;2891;2073;53900;112,83;112,83;6372.00
5284;ствол 1.16.061;1.16.061;Нет;176,1;24309;2345;1681;43800;91,46;91,46;5170.00
5285;ствол 1.22.010;1.22.010;Нет;66,87;9241;891;639;16700;34,69;34,69;1964.00
5286;ствол 1.22.020;1.22.020;Нет;105,87;14576;1406;1008;26300;55,01;55,01;3100.00
5287;ствол 1.22.030;1.22.030;Нет;80,5;11118;1072;769;20100;42,04;42,04;2364.00
5288;ствол 1.22.200;1.22.200;Нет;121,13;16733;1613;1157;30200;63,07;63,07;3556.00
5289;ствол 1.22.040;1.22.040;Нет;85,61;11826;1140;817;21300;44,5;44,5;2514.00
5290;кольцо 1.11.100;1.11.100;Нет;8,1;1121;108;77;2200;4,19;4,19;238.00
5291;кольцо 1.11.200;1.11.200;Нет;8,1;1121;108;77;2200;4,19;4,19;238.00
5292;кольцо 1.11.300;1.11.300;Нет;11,77;1632;157;112;3100;6,3;6,3;345.00
5293;кольцо 1.15.100;1.15.100;Нет;4,08;577;54;39;1100;2,44;2,44;120.00
5294;кольцо 1.15.200;1.15.200;Нет;4,08;577;54;39;1100;2,44;2,44;120.00
5295;кольцо 1.15.300;1.15.300;Нет;6,03;841;80;58;1600;3,14;3,14;177.00
5296;база 1.13.900;1.13.900;Нет;118,51;16371;1578;1132;29600;61,67;61,67;3479.00
5297;база 1.13.300;1.13.300;Нет;446,51;61645;5947;4264;111000;231,63;231,63;13110.00
5298;база 1.13.400;1.13.400;Нет;197,83;27307;2635;1889;49300;102,66;102,66;5808.00
5299;база 1.13.800;1.13.800;Нет;118,51;16371;1578;1132;29600;61,67;61,67;3479.00
5300;база 1.13.500;1.13.500;Нет;132,82;18348;1769;1268;33000;69,03;69,03;3900.00
5301;база 1.13.100;1.13.100;Нет;344,46;47547;4588;3289;85600;178,71;178,71;10113.00
5302;база 1.13.200;1.13.200;Нет;171,11;23634;2279;1634;42600;89;89;5024.00
5303;база 1.13.700;1.13.700;Нет;116,15;16042;1547;1109;28900;60,27;60,27;3410.00
5304;база 1.17.900;1.17.900;Нет;59,27;8187;789;566;14800;30,83;30,83;1740.00
5305;база 1.17.300;1.17.300;Нет;204,26;28197;2721;1951;50900;106,17;106,17;5997.00
5306;база 1.17.400;1.17.400;Нет;89,4;12353;1191;854;22300;46,59;46,59;2625.00
5307;база 1.17.100;1.17.100;Нет;153,2;21148;2040;1463;38100;79,54;79,54;4498.00
5308;база 1.17.800;1.17.800;Нет;59,27;8187;789;566;14800;30,83;30,83;1740.00
5309;база 1.17.500;1.17.500;Нет;59,61;8236;794;569;14900;31,18;31,18;1750.00
5310;база 1.17.600;1.17.600;Нет;111,68;15433;1488;1066;27800;58,16;58,16;3279.00
5311;база 1.17.700;1.17.700;Нет;58,12;8038;774;555;14500;30,12;30,12;1706.00
5312;база 1.17.200;1.17.200;Нет;66,46;9191;885;635;16700;34,69;34,69;1951.00
5313;база 1.23.100;1.23.100;Нет;54,74;7560;729;523;13700;28,37;28,37;1607.00
5314;база 1.23.200;1.23.200;Нет;78,31;10821;1043;748;19600;40,64;40,64;2299.00
5315;база 1.23.300;1.23.300;Нет;61,75;8532;822;590;15500;32,23;32,23;1813.00
5316;база 1.23.400;1.23.400;Нет;83,62;11546;1114;799;20900;43,45;43,45;2455.00
5317;база 1.23.500;1.23.500;Нет;60,07;8301;800;573;15100;31,18;31,18;1763.00
5318;пьедестал 1.14.001;1.14.001;Нет;230,87;31869;3075;2205;57400;119,85;119,85;6778.00
5319;пьедестал 1.14.002;1.14.002;Нет;243,7;33648;3246;2327;60600;126,5;126,5;7156.00
5320;пьедестал 1.14.003;1.14.003;Нет;243,7;33648;3246;2327;60600;126,5;126,5;7156.00
5321;пьедестал 1.18.001;1.18.001;Нет;121,91;16832;1624;1164;30400;63,42;63,42;3579.00
5322;пьедестал 1.18.002;1.18.002;Нет;115,5;15960;1538;1103;28800;59,91;59,91;3391.00
5323;пьедестал 1.18.003;1.18.003;Нет;121,91;16832;1624;1164;30400;63,42;63,42;3579.00
5324;база 1.54.010;1.54.010;Нет;25,77;3574;343;246;6500;13,66;13,66;757.00
5325;обрамление арок 1.55.003;1.55.003;Нет;10,41;1449;139;99;2700;5,6;5,6;306.00
5326;обрамление арок 1.55.004;1.55.004;Нет;10,82;1499;144;103;2800;5,6;5,6;318.00
5327;обрамление арок 1.55.001;1.55.001;Нет;29,56;4085;394;282;7400;15,41;15,41;868.00
5328;замковый камень 1.55.005;1.55.005;Нет;10,78;1499;144;103;2800;5,6;5,6;317.00
5329;обрамление арок 1.55.002;1.55.002;Нет;29,56;4085;394;282;7400;15,41;15,41;868.00
5330;база 1.54.020;1.54.020;Нет;23,37;3228;311;223;5900;12,25;12,25;686.00
5331;боковой элемент 1.54.009;1.54.009;Нет;10,19;1416;136;97;2700;5,6;5,6;299.00
5332;боковой элемент 1.54.019;1.54.019;Нет;10,19;1416;136;97;2700;5,6;5,6;299.00
5333;квадрат 1.54.001;1.54.001;Нет;9,25;1285;123;88;2400;4,9;4,9;272.00
5334;квадрат 1.54.002;1.54.002;Нет;8,96;1252;119;86;2300;4,9;4,9;263.00
5335;наличник 1.54.003;1.54.003;Нет;37,17;5138;495;355;9300;19,26;19,26;1091.00
5336;наличник 1.54.004;1.54.004;Нет;62,34;8614;830;595;15600;32,58;32,58;1830.00
5337;элемент 1.54.008;1.54.008;Нет;10,46;1449;139;100;2700;5,6;5,6;307.00
5338;элемент 1.54.006;1.54.006;Нет;12,77;1779;170;122;3200;6,65;6,65;375.00
5339;элемент 1.54.005;1.54.005;Нет;12,32;1713;164;118;3100;6,65;6,65;362.00
5340;элемент 1.54.007;1.54.007;Нет;10,11;1399;135;97;2500;5,25;5,25;297.00
5341;элемент 1.54.012;1.54.012;Нет;25,54;3541;340;244;6400;13,31;13,31;750.00
5342;элемент 1.54.011;1.54.011;Нет;25,22;3491;336;241;6400;13,31;13,31;740.00
5343;ствол 1.12.011;1.12.011;Нет;499,42;68940;6652;4769;124000;258,96;258,96;14663.00
5861;карниз 1.50.205;1.50.205;Нет;34,58;4776;461;330;8600;18,22;18,22;999.00
5862;карниз 1.50.196 гибкий;1.50.196;Да;64,6;8926;860;617;16100;33,62;33,62;1896.00
5863;карниз 1.50.198 гибкий;1.50.198;Да;69,99;9684;932;668;17500;59,54;59,54;2054.00
5864;карниз 1.50.201 гибкий;1.50.201;Да;157,81;21804;2102;1507;39300;81,98;81,98;4634.00
5865;карниз 1.50.205 гибкий;1.50.205;Да;69,17;9552;921;660;17300;36,44;36,44;1998.00
5866;молдинг 1.51.345;1.51.345;Нет;43,64;6028;581;417;10900;22,77;22,77;1282.00
5867;молдинг 1.51.357;1.51.357;Нет;26,26;3639;350;251;6500;13,66;13,66;771.00
5868;молдинг 1.51.358;1.51.358;Нет;41,43;5731;552;396;10400;21,71;21,71;1199.00
5869;молдинг 1.51.361;1.51.361;Нет;28,35;3919;378;271;7000;14,71;14,71;833.00
5870;молдинг 1.51.381;1.51.381;Нет;67,32;9305;897;643;16800;35,04;35,04;1977.00
5871;молдинг 1.51.345 гибкий;1.51.345;Да;87,29;12056;1163;834;21700;45,54;45,54;2564.00
5872;молдинг 1.51.357 гибкий;1.51.357;Да;52,52;7278;700;502;13200;27,32;27,32;1542.00
5873;молдинг 1.51.358 гибкий;1.51.358;Да;82,88;11462;1104;791;20700;43,42;43,42;2398.00
5874;молдинг 1.51.361 гибкий;1.51.361;Да;56,72;7838;755;542;14100;29,42;29,42;1666.00
5875;молдинг 1.51.381 гибкий;1.51.381;Да;134,64;18610;1793;1286;33600;70,08;70,08;3954.00
5876;архитрав 1.26.001;1.26.001;Нет;71,61;9897;954;684;17800;37,13;37,13;2102.00
5877;архитрав 1.26.002;1.26.002;Нет;71,61;9897;954;684;17800;37,13;37,13;2102.00
5878;архитрав 1.26.003;1.26.003;Нет;73,33;10128;977;700;18200;38,18;38,18;2153.00
5879;розетка 1.56.036;1.56.036;Нет;130,42;18017;1737;1245;32500;67,62;67,62;3829.00
5881;ниша 1.61.101;1.61.101;Нет;143,15;19763;1907;1367;35600;74,28;74,28;4203.00
5882;ниша 1.61.102;1.61.102;Нет;219,37;30287;2922;2095;54500;113,88;113,88;6441.00
5883;ниша с полкой 1.61.110;1.61.110;Нет;132,51;18297;1765;1265;33000;69,03;69,03;3891.00
5884;ниша с полкой 1.61.120;1.61.120;Нет;270,72;37368;3606;2585;67300;140,51;140,51;7949.00
5885;сандрик 1.63.001;1.63.001;Нет;73,98;10227;986;707;18500;38,53;38,53;2173.00
5886;сандрик 1.63.002;1.63.002;Нет;69,62;9617;927;665;17300;36,09;36,09;2044.00
5887;карниз 4.02.201;4.02.201;Нет;328,45;41711;4375;3136;81500;193,92;193,92;9644.00
5888;карниз 4.01.201;4.01.201;Нет;333,23;42318;4438;3182;82700;196,86;196,86;9783.00
5889;карниз 4.01.101;4.01.101;Нет;285,61;36272;3804;2727;70900;168,89;168,89;8385.00
5890;карниз 4.01.301;4.01.301;Нет;309,43;39303;4121;2955;76900;182,88;182,88;9085.00
5891;карниз 4.32.202;4.32.202;Нет;238,03;30227;3170;2273;59200;140,56;140,56;6988.00
5892;карниз 4.01.103;4.01.103;Нет;428,41;54408;5706;4091;106400;253,16;253,16;12579.00
5893;карниз 4.31.301;4.31.301;Нет;285,61;36272;3804;2727;70900;168,89;168,89;8385.00
5894;карниз 4.32.201;4.32.201;Нет;238,03;30227;3170;2273;59200;140,56;140,56;6988.00
5895;карниз 4.81.002;4.81.002;Нет;214,23;24296;2853;2046;53200;126,58;126,58;6290.00
5896;карниз 4.32.302;4.32.302;Нет;218,98;27818;2917;2091;54400;129,52;129,52;6430.00
5897;карниз 4.01.202;4.01.202;Нет;357,05;45348;4755;3409;88700;210,84;210,84;10483.00
5898;карниз 4.01.302;4.01.302;Нет;333,23;42318;4438;3182;82700;196,86;196,86;9783.00
5899;карниз 4.02.101;4.02.101;Нет;357,05;45348;4755;3409;88700;210,84;210,84;10483.00
5900;карниз 4.31.101;4.31.101;Нет;371,28;47152;4945;3545;92200;219,31;219,31;10901.00
5901;карниз 4.31.201;4.31.201;Нет;238,03;30227;3170;2273;59200;140,56;140,56;6988.00
5902;карниз 4.31.202;4.31.202;Нет;261,85;33257;3488;2500;65100;154,54;154,54;7688.00
5903;карниз 4.31.302;4.31.302;Нет;238,03;30227;3170;2273;59200;140,56;140,56;6988.00
5904;карниз 4.32.101;4.32.101;Нет;190,4;24182;2536;1818;47400;112,6;112,6;5590.00
5905;карниз 4.32.301;4.32.301;Нет;238,03;30227;3170;2273;59200;140,56;140,56;6988.00
5906;карниз 4.81.001;4.81.001;Нет;176,16;49590;2346;1682;43800;104,13;104,13;5172.00
5907;карниз 4.02.301;4.02.301;Нет;357,05;45348;4755;3409;88700;210,84;210,84;10483.00
5908;фриз 4.03.101;4.03.101;Нет;166,64;21167;2220;1591;41400;98,61;98,61;4893.00
5909;фриз 4.03.102;4.03.102;Нет;161,85;20560;2156;1546;40200;95,67;95,67;4752.00
5910;фриз 4.03.201;4.03.201;Нет;119,02;15121;1585;1137;29700;70,28;70,28;3495.00
5911;фриз 4.03.202;4.03.202;Нет;133,31;16939;1775;1273;33100;78,74;78,74;3914.00
5912;фриз 4.03.301;4.03.301;Нет;85,69;10894;1141;818;21300;50,78;50,78;2516.00
5913;фриз 4.33.301;4.33.301;Нет;85,69;10894;1141;818;21300;50,78;50,78;2516.00
5914;фриз 4.03.302;4.03.302;Нет;133,31;16939;1775;1273;33100;78,74;78,74;3914.00
5915;фриз 4.33.101;4.33.101;Нет;142,82;18136;1902;1364;35600;84,63;84,63;4193.00
5916;фриз 4.33.102;4.33.102;Нет;71,44;9076;952;682;17900;42,32;42,32;2098.00
