IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP408;IP_PROP618
4774;карниз;1.50.114;Нет;Нет
4775;карниз;1.50.115;Нет;Нет
4776;карниз;1.50.116;Нет;Нет
4777;карниз;1.50.117;Нет;Нет
4778;карниз;1.50.118;Нет;Нет
4779;карниз;1.50.119;Нет;Нет
4780;карниз;1.50.120;Нет;Нет
4781;карниз;1.50.121;Нет;Нет
4782;карниз;1.50.122;Нет;Нет
4783;карниз;1.50.100;Нет;Нет
4784;карниз;1.50.102;Нет;Нет
4785;карниз;1.50.103;Нет;Нет
4786;карниз;1.50.104;Нет;Нет
4787;карниз;1.50.105;Нет;Нет
4788;карниз;1.50.106;Нет;Нет
4789;карниз;1.50.107;Нет;Нет
4790;карниз;1.50.109;Нет;Нет
4791;карниз;1.50.110;Нет;Нет
4792;карниз;1.50.111;Нет;Нет
4793;карниз;1.50.112;Нет;Нет
4794;карниз;1.50.113;Нет;Нет
4795;карниз;1.50.123;Нет;Нет
4796;карниз;1.50.124;Нет;Нет
4797;карниз;1.50.125;Нет;Нет
4798;карниз;1.50.126;Нет;Нет
4799;карниз;1.50.127;Нет;Нет
4800;карниз;1.50.128;Нет;Нет
4801;карниз;1.50.129;Нет;Нет
4802;карниз;1.50.130;Нет;Нет
4803;карниз;1.50.131;Нет;Нет
4804;карниз;1.50.132;Нет;Нет
4805;карниз;1.50.133;Нет;Нет
4806;карниз;1.50.134;Нет;Нет
4807;карниз;1.50.135;Нет;Нет
4808;карниз;1.50.136;Нет;Нет
4809;карниз;1.50.137;Нет;Нет
4810;карниз;1.50.138;Нет;Нет
4811;карниз;1.50.139;Нет;Нет
4812;карниз;1.50.140;Нет;Нет
4813;карниз;1.50.141;Нет;Нет
4814;карниз;1.50.142;Нет;Нет
4815;карниз;1.50.143;Нет;Нет
4816;карниз;1.50.144;Нет;Нет
4817;карниз;1.50.145;Нет;Нет
4818;карниз;1.50.146;Нет;Нет
4819;карниз;1.50.147;Нет;Нет
4820;карниз;1.50.148;Нет;Нет
4821;карниз;1.50.149;Нет;Нет
4822;карниз;1.50.150;Нет;Нет
4823;карниз;1.50.151;Нет;Нет
4824;карниз;1.50.152;Нет;Нет
4825;карниз;1.50.153;Нет;Нет
4826;карниз;1.50.154;Нет;Нет
