IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160
4774;карниз;1.50.114;Нет;ВР000001360
4775;карниз;1.50.115;Нет;ВР000001045
4776;карниз;1.50.116;Нет;ВР000001487
4777;карниз;1.50.117;Нет;ВР000001046
4778;карниз;1.50.118;Нет;ВР000001868
4779;карниз;1.50.119;Нет;ВР000001858
4780;карниз;1.50.120;Нет;ВР000001867
4781;карниз;1.50.121;Нет;ВР000001047
4782;карниз;1.50.122;Нет;ВР000001048
4783;карниз;1.50.100;Нет;ВР000001042
4784;карниз;1.50.102;Нет;ВР000005632
4785;карниз;1.50.103;Нет;ВР000005166
4786;карниз;1.50.104;Нет;ВР000001293
4787;карниз;1.50.105;Нет;ВР000005167
4788;карниз;1.50.106;Нет;ВР000005174
4789;карниз;1.50.107;Нет;ВР000005326
4790;карниз;1.50.109;Нет;ВР000002930
4791;карниз;1.50.110;Нет;ВР000002931
4792;карниз;1.50.111;Нет;ВР000001285
4793;карниз;1.50.112;Нет;ВР000001043
4794;карниз;1.50.113;Нет;ВР000001044
4795;карниз;1.50.123;Нет;ВР000001718
4796;карниз;1.50.124;Нет;ВР000001972
4797;карниз;1.50.125;Нет;ВР000002129
4798;карниз;1.50.126;Нет;ВР001003726
4799;карниз;1.50.127;Нет;ВР000002929
4800;карниз;1.50.128;Нет;ВР000002329
4801;карниз;1.50.129;Нет;ВР000005168
4802;карниз;1.50.130;Нет;ВР000001049
4803;карниз;1.50.131;Нет;ВР000001081
4804;карниз;1.50.132;Нет;ВР000001050
4805;карниз;1.50.133;Нет;ВР000001076
4806;карниз;1.50.134;Нет;ВР000001051
4807;карниз;1.50.135;Нет;ВР000001303
4808;карниз;1.50.136;Нет;ВР000002167
4809;карниз;1.50.137;Нет;ВР000001827
4810;карниз;1.50.138;Нет;ВР000002343
4811;карниз;1.50.139;Нет;ВР000006023
4812;карниз;1.50.140;Нет;ВР000001052
4813;карниз;1.50.141;Нет;ВР000005170
4814;карниз;1.50.142;Нет;ВР000001544
4815;карниз;1.50.143;Нет;ВР000005171
4816;карниз;1.50.144;Нет;ВР000005173
4817;карниз;1.50.145;Нет;ВР000001586
4818;карниз;1.50.146;Нет;ВР000005175
4819;карниз;1.50.147;Нет;ВР000001182
4820;карниз;1.50.148;Нет;ВР000006025
4821;карниз;1.50.149;Нет;ВР001021963
4822;карниз;1.50.150;Нет;ВР000001054
4823;карниз;1.50.151;Нет;ВР001021964
4824;карниз;1.50.152;Нет;ВР001021965
4825;карниз;1.50.153;Нет;ВР001021966
4826;карниз;1.50.154;Нет;ВР001022849
4827;карниз;1.50.155;Нет;ВР001022850
4828;карниз;1.50.156;Нет;ВР001022851
4829;карниз;1.50.157;Нет;ВР001022852
4830;карниз;1.50.158;Нет;ВР001022853
4831;карниз;1.50.159;Нет;ВР001022854
4832;карниз;1.50.160;Нет;ВР000001055
4833;карниз;1.50.162;Нет;ВР000002855
4834;карниз;1.50.163;Нет;ВР000002934
4835;карниз;1.50.164;Нет;ВР000002936
4836;карниз;1.50.165;Нет;ВР000001056
4837;карниз;1.50.166;Нет;ВР000004078
4838;карниз;1.50.167;Нет;ВР000004319
4839;карниз;1.50.168;Нет;ВР000004036
4840;карниз;1.50.169;Нет;ВР000005325
4841;карниз;1.50.170;Нет;ВР000001057
4842;карниз;1.50.171;Нет;ВР001022855
4843;карниз;1.50.172;Нет;ВР001022856
4844;карниз;1.50.173;Нет;ВР001022857
4845;карниз;1.50.174;Нет;ВР001022858
4846;карниз;1.50.175;Нет;ВР000001355
4847;карниз;1.50.176;Нет;ВР000005000
4848;карниз;1.50.177;Нет;ВР000006024
4849;карниз;1.50.180;Нет;ВР000001451
4850;карниз;1.50.181;Нет;ВР001023412
4851;карниз;1.50.182;Нет;ВР001023413
4852;карниз;1.50.183;Нет;ВР001023414
4853;карниз;1.50.184;Нет;ВР001023415
4854;карниз;1.50.185;Нет;ВР001023416
4855;карниз;1.50.186;Нет;ВР001023417
4856;карниз;1.50.187;Нет;ВР001023418
4857;карниз;1.50.188;Нет;ВР001023693
4858;карниз;1.50.190;Нет;ВР001024050
4859;карниз;1.50.191;Нет;ВР001024053
4860;карниз;1.50.192;Нет;ВР002025145
4861;карниз;1.50.193;Нет;ВР002025144
4862;карниз;1.50.194;Нет;ВР002025137
4863;карниз;1.50.195;Нет;ВР002025296
4864;карниз;1.50.196;Нет;ВР002025293
